Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Temp_mediana,Umi_max,Umi_min,Umi_med,Umi_dp,Umi_mediana,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Vel_vento_mediana,Dir_vento_med,Dir_vento_dp,Dir_vento_mediana,Chuva_tot,Chuva_dp
2020-01-05,35.7,20.6,24.56,2.77,24.25,97.0,47.0,85.95,10.64,89.0,4.5,0.1,1.45,1.05,1.1,179.01,87.33,174.5,29.0,0.66
2020-01-12,37.5,20.7,27.09,3.47,26.45,97.0,37.0,82.96,14.05,87.0,4.5,0.0,1.33,1.0,1.0,161.06,99.09,132.0,16.4,0.45
2020-01-19,35.2,19.2,24.59,3.33,24.3,97.0,43.0,81.07,13.4,84.0,4.5,0.2,1.73,1.14,1.6,133.75,79.17,107.5,55.6,1.34
2020-01-26,31.3,16.7,23.98,2.9,23.95,98.0,51.0,81.22,11.82,82.0,4.3,0.2,1.93,1.16,2.0,131.37,78.76,107.5,27.6,0.7
2020-02-02,35.2,16.5,25.79,3.83,25.1,97.0,42.0,82.24,14.78,87.0,6.7,0.1,1.44,1.1,1.0,155.79,100.93,114.5,102.0,2.28
2020-02-09,35.8,21.8,25.57,2.92,25.15,97.0,39.0,86.95,11.9,89.0,4.8,0.1,1.55,1.14,1.3,150.68,96.27,109.0,101.2,3.28
2020-02-16,30.1,18.4,23.43,2.79,23.3,97.0,61.0,84.7,10.23,87.0,4.9,0.1,1.61,1.08,1.45,139.79,82.88,108.0,91.0,3.13
2020-02-23,35.2,17.5,25.38,3.47,25.2,97.0,53.0,83.85,11.44,87.0,4.4,0.1,1.44,0.98,1.2,152.39,93.81,117.5,161.6,7.02
2020-03-01,30.6,18.9,22.6,2.34,22.3,97.0,65.0,87.91,9.11,91.5,4.6,0.1,1.53,1.1,1.2,160.71,89.94,135.0,203.2,3.05
2020-03-08,27.4,16.7,21.96,2.94,21.5,98.0,61.0,85.89,11.54,92.0,5.7,0.1,1.54,1.2,1.1,131.43,80.78,109.0,121.8,2.72
2020-03-15,31.1,17.7,23.97,3.26,24.0,97.0,60.0,84.24,10.56,85.0,3.9,0.2,1.45,1.11,1.05,132.29,93.64,104.5,0.0,0.0
2020-03-22,34.4,18.5,24.74,2.99,24.4,98.0,48.0,84.68,11.66,87.0,4.0,0.2,1.4,1.01,1.0,138.6,91.88,111.5,82.8,2.1
2020-03-29,28.0,15.8,22.87,3.26,22.75,98.0,56.0,80.96,12.37,82.5,4.6,0.2,1.49,1.12,1.05,133.23,82.25,105.0,7.0,0.3
2020-04-05,34.5,15.4,23.68,3.75,24.05,98.0,31.0,80.39,15.54,86.0,4.3,0.1,1.29,1.04,0.8,143.26,93.66,115.0,0.0,0.0
2020-04-12,30.4,13.4,21.13,3.29,21.5,98.0,55.0,81.15,13.2,82.5,4.3,0.2,1.28,0.88,1.1,143.45,84.89,120.0,12.8,0.53
2020-04-19,27.0,12.3,19.82,3.88,19.65,98.0,45.0,83.57,14.95,90.0,3.1,0.2,1.02,0.74,0.7,140.02,92.11,114.0,26.4,0.69
2020-04-26,29.1,14.3,20.62,3.65,19.9,98.0,52.0,88.26,11.46,95.0,3.5,0.0,1.01,0.85,0.6,135.15,89.41,108.0,10.4,0.41
2020-05-03,31.8,16.4,22.35,3.21,21.8,98.0,42.0,82.69,14.46,88.0,3.4,0.2,1.1,0.81,0.8,148.92,97.8,119.5,4.6,0.18
2020-05-10,27.6,11.1,18.34,3.85,18.15,98.0,48.0,84.46,13.97,91.0,5.4,0.1,1.07,0.87,0.7,161.31,95.97,125.0,22.4,0.7
2020-05-17,30.0,11.8,19.22,4.11,18.75,99.0,39.0,86.08,15.25,93.0,2.8,0.2,0.9,0.65,0.7,163.35,107.79,115.0,33.6,1.03
2020-05-24,27.9,10.6,19.83,4.23,20.1,99.0,51.0,83.49,13.04,85.5,3.9,0.2,1.26,0.95,0.9,165.45,103.25,117.5,2.2,0.12
2020-05-31,29.4,7.3,15.73,5.59,15.0,99.0,34.0,78.96,19.54,87.5,4.0,0.1,1.03,0.79,0.8,157.57,108.65,113.0,0.0,0.0
2020-06-07,27.1,12.9,19.08,2.75,18.9,98.0,49.0,93.15,9.32,97.0,3.2,0.0,1.24,0.73,1.15,159.4,89.08,145.5,171.8,2.4
