Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Temp_mediana,Umi_max,Umi_min,Umi_med,Umi_dp,Umi_mediana,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Vel_vento_mediana,Dir_vento_med,Dir_vento_dp,Dir_vento_mediana,Chuva_tot,Chuva_dp
2022-03-29,25.5,24.2,24.64,0.53,24.6,90.0,82.0,85.4,2.97,85.0,2.1,0.9,1.66,0.5,1.9,112.4,63.28,88.0,0.0,0.0
2022-03-30,34.9,20.7,25.8,4.64,23.75,100.0,0.0,79.62,23.5,88.0,2.5,0.2,0.98,0.62,0.85,178.42,110.26,189.5,5.6,0.87
2022-03-31,22.9,19.9,21.16,0.83,21.25,100.0,0.0,60.29,40.09,80.0,4.3,0.4,2.09,1.4,2.25,145.12,73.02,154.0,34.6,2.01
2022-04-01,20.3,18.9,19.67,0.41,19.6,86.0,76.0,83.08,2.41,84.0,4.2,0.5,2.28,0.95,2.3,132.04,46.36,112.0,77.8,1.67
2022-04-02,22.0,18.8,20.22,0.89,20.3,87.0,82.0,84.96,1.43,85.0,2.9,0.3,1.45,0.85,1.45,154.71,85.42,110.5,19.6,0.87
2022-04-03,25.9,20.3,22.8,1.89,22.25,88.0,74.0,82.25,4.77,82.5,3.6,0.2,1.6,1.18,1.25,154.62,88.41,101.0,10.8,0.79
2022-04-04,29.5,21.0,25.02,2.7,24.65,88.0,62.0,76.04,9.46,76.0,2.8,0.2,1.39,0.88,1.2,143.88,83.52,106.0,9.8,2.0
2022-04-05,25.7,20.8,23.32,1.61,23.35,88.0,69.0,80.04,7.93,82.0,2.5,0.2,1.13,0.79,1.05,154.5,73.94,147.0,1.2,0.17
2022-04-06,27.0,20.8,23.41,2.08,22.6,88.0,65.0,80.04,8.47,83.0,2.7,0.2,0.9,0.82,0.5,159.42,116.07,113.0,3.6,0.49
2022-04-07,26.4,19.3,22.21,2.35,21.55,89.0,60.0,79.17,9.85,83.5,3.0,0.2,1.08,0.97,0.6,114.58,93.05,88.5,0.6,0.09
2022-04-08,26.9,18.0,22.38,3.34,22.75,89.0,60.0,77.71,10.6,78.5,3.0,0.2,1.11,0.87,0.8,133.83,86.35,108.5,0.0,0.0
2022-04-09,28.4,21.4,24.13,2.35,23.55,89.0,60.0,80.0,9.81,84.0,2.9,0.3,1.2,0.81,0.95,181.38,85.19,159.5,3.2,0.46
2022-04-10,26.9,20.3,23.52,2.11,23.9,90.0,66.0,80.0,8.55,80.0,2.9,0.1,1.09,0.84,0.7,150.5,89.08,132.5,0.0,0.0
2022-04-11,26.7,19.9,22.82,2.42,22.6,90.0,69.0,82.71,7.21,84.5,1.9,0.2,0.88,0.52,0.75,143.75,93.01,126.5,1.8,0.33
2022-04-12,26.2,20.9,23.61,1.74,23.5,90.0,75.0,83.54,5.41,84.5,1.4,0.3,0.75,0.37,0.65,158.75,107.95,147.0,0.0,0.0
2022-04-13,28.0,22.0,24.35,1.75,24.45,89.0,67.0,80.75,7.46,83.0,2.3,0.2,1.08,0.71,0.85,164.38,75.49,147.5,0.0,0.0
2022-04-14,24.1,20.5,22.2,1.04,22.2,89.0,68.0,83.75,5.4,85.0,4.3,0.2,1.74,1.31,1.3,181.46,62.36,171.5,22.0,1.67
2022-04-15,23.8,15.8,20.99,2.11,21.4,86.0,44.0,60.71,10.66,60.0,3.0,0.4,1.85,0.75,2.0,155.21,47.44,156.5,0.8,0.13
2022-04-16,22.7,15.1,18.54,2.25,18.55,89.0,65.0,79.42,7.05,79.0,3.3,0.4,1.34,0.88,1.0,179.88,88.78,174.0,2.8,0.32
2022-04-17,24.0,18.0,20.34,1.86,20.55,89.0,62.0,76.67,9.02,73.5,2.6,0.1,1.21,0.67,1.1,200.62,98.22,196.5,4.0,0.69
2022-04-18,23.6,17.3,19.82,2.24,18.4,90.0,64.0,82.5,9.59,89.0,2.4,0.4,0.99,0.64,0.75,186.96,108.96,183.5,2.6,0.37
2022-04-19,24.5,16.6,20.55,2.59,19.95,89.0,67.0,80.08,8.21,82.0,2.2,0.2,1.0,0.63,1.05,171.12,64.99,147.0,0.0,0.0
2022-04-20,25.8,15.8,20.12,3.45,19.0,91.0,59.0,79.71,12.05,87.0,2.5,0.1,0.95,0.85,0.5,159.0,93.54,142.0,0.0,0.0
2022-04-21,26.8,16.2,20.47,4.05,19.15,90.0,50.0,77.92,14.66,88.0,2.8,0.2,0.85,0.76,0.55,167.96,116.1,110.0,0.0,0.0
2022-04-22,28.1,18.2,21.11,3.08,20.0,90.0,49.0,81.58,12.57,87.0,1.9,0.1,0.67,0.48,0.55,146.12,109.23,95.5,1.4,0.21
2022-04-23,28.9,17.6,21.5,3.66,20.55,90.0,53.0,80.92,11.91,87.0,3.2,0.2,1.05,0.92,0.65,172.04,108.22,183.5,8.4,1.17
2022-04-24,26.5,16.8,21.18,3.62,21.2,90.0,63.0,80.62,10.09,83.5,3.4,0.2,1.28,1.1,0.6,139.08,92.06,101.0,0.0,0.0
2022-04-25,27.5,21.5,24.1,1.91,23.0,86.0,63.0,73.29,6.05,76.0,3.9,0.4,2.23,0.87,2.2,99.29,32.21,90.5,0.0,0.0
2022-04-26,28.4,18.2,22.26,3.44,21.35,91.0,62.0,82.67,10.03,88.0,2.7,0.1,0.9,0.79,0.6,135.62,95.43,102.0,0.0,0.0
2022-04-27,30.2,19.6,23.75,3.27,22.65,90.0,59.0,81.96,11.07,89.0,2.7,0.2,0.85,0.7,0.65,129.88,96.48,98.0,0.0,0.0
2022-04-28,35.5,19.7,25.65,5.75,23.35,91.0,32.0,71.83,22.93,85.5,2.8,0.2,0.9,0.82,0.55,183.33,119.83,165.0,0.0,0.0
2022-04-29,24.6,20.5,22.49,1.12,22.65,87.0,77.0,83.5,3.15,83.0,3.5,0.4,2.18,0.87,2.3,185.54,26.91,187.0,21.6,1.28
2022-04-30,22.7,19.9,20.78,0.74,20.6,89.0,78.0,85.5,2.77,86.0,2.9,0.8,1.67,0.58,1.5,133.62,32.65,122.0,20.0,0.94
2022-05-01,30.7,20.1,23.55,3.63,21.45,91.0,53.0,80.21,12.98,88.0,1.9,0.2,0.78,0.49,0.65,235.08,111.33,278.0,0.2,0.04
2022-05-02,25.5,20.5,22.72,1.63,22.9,91.0,77.0,85.67,5.12,87.0,2.4,0.2,0.96,0.67,0.75,129.12,80.1,110.0,23.2,4.36
2022-05-03,25.3,20.3,22.48,1.45,22.25,91.0,70.0,83.83,6.82,86.0,2.5,0.1,1.0,0.77,0.6,216.33,87.05,206.0,0.0,0.0
2022-05-04,26.7,18.2,21.76,2.79,20.45,90.0,37.0,72.79,18.62,82.5,3.9,0.3,1.41,1.12,0.85,236.75,94.33,281.0,3.2,0.29
2022-05-05,23.6,15.1,18.77,2.6,18.5,89.0,63.0,77.62,8.37,78.5,3.0,0.4,1.28,0.81,0.95,166.62,75.85,170.0,3.8,0.54
2022-05-06,24.2,15.3,19.41,2.72,18.5,92.0,57.0,78.5,14.17,88.5,3.1,0.2,1.08,0.92,0.6,148.58,80.2,135.5,0.4,0.06
2022-05-07,23.2,12.2,17.79,4.11,17.35,92.0,52.0,75.96,15.48,83.5,2.5,0.2,1.02,0.79,0.6,148.17,94.44,120.5,0.0,0.0
2022-05-08,22.9,17.5,20.28,1.82,21.05,90.0,64.0,76.38,9.21,74.5,3.1,0.3,1.08,0.69,0.8,113.75,83.81,97.0,0.4,0.06
2022-05-09,25.0,16.8,20.07,2.81,19.25,91.0,62.0,82.17,9.74,87.5,3.2,0.2,1.1,0.95,0.6,140.92,98.08,109.5,0.0,0.0
2022-05-10,25.2,15.4,20.1,3.32,19.8,91.0,60.0,80.04,10.97,84.5,2.4,0.3,0.96,0.63,0.7,160.42,97.78,110.0,0.0,0.0
2022-05-11,27.6,18.7,21.48,2.89,20.25,91.0,56.0,80.67,10.91,87.5,2.1,0.3,0.87,0.5,0.65,173.75,100.48,175.5,0.4,0.06
2022-05-12,22.3,18.9,21.04,0.98,21.25,89.0,64.0,74.92,6.5,74.0,2.5,0.4,1.35,0.65,1.2,156.67,54.46,144.5,0.0,0.0
2022-05-13,23.8,16.6,20.15,2.12,19.55,91.0,62.0,79.71,9.36,81.0,2.0,0.2,0.87,0.65,0.55,129.29,74.26,107.5,0.0,0.0
2022-05-14,23.8,14.9,19.8,3.18,20.2,92.0,68.0,81.96,9.07,84.0,3.1,0.2,1.17,0.91,0.6,138.92,104.1,92.0,0.0,0.0
2022-05-15,28.1,19.1,22.92,2.67,22.6,91.0,53.0,76.38,11.97,77.0,2.8,0.3,1.34,0.77,1.2,190.12,108.98,241.0,0.0,0.0
2022-05-16,22.6,18.1,20.18,1.35,19.55,90.0,61.0,80.46,10.83,86.0,2.3,0.2,0.95,0.7,0.65,157.88,86.36,141.5,1.4,0.2
2022-05-17,21.0,11.5,16.46,2.65,16.8,91.0,33.0,68.04,23.22,77.5,3.2,0.3,1.32,0.89,1.0,224.38,113.79,279.5,2.4,0.41
2022-05-18,21.5,10.1,15.08,4.0,13.75,78.0,34.0,50.62,11.55,52.0,6.0,0.9,3.0,1.43,2.7,280.92,10.16,279.0,0.0,0.0
2022-05-19,20.9,9.7,14.95,3.91,13.65,88.0,43.0,68.04,16.79,73.5,3.4,0.4,1.25,0.86,0.85,119.83,76.99,104.0,0.0,0.0
2022-05-20,21.6,8.0,14.15,5.06,13.2,91.0,48.0,76.96,16.44,87.0,2.5,0.3,0.94,0.71,0.6,133.92,89.94,96.5,0.0,0.0
2022-05-21,22.9,8.4,14.63,5.14,14.0,92.0,52.0,79.96,13.74,88.5,2.9,0.1,0.88,0.72,0.7,156.42,108.79,106.0,0.0,0.0
2022-05-22,22.5,10.0,15.86,4.59,15.75,92.0,60.0,81.38,11.87,88.0,2.3,0.1,0.91,0.66,0.8,113.21,79.67,110.0,0.0,0.0
2022-05-23,22.8,13.0,16.87,3.5,15.8,92.0,67.0,84.79,9.39,90.0,2.0,0.2,0.73,0.43,0.6,137.79,104.49,115.5,0.0,0.0
