Datetime,Temp,Umi,Vel_vento,Dir_vento,Precipitacao,Ori_vento
2000-05-19 05:00:00,15.5,93,0.4,40,0.0,NE
2000-07-30 23:00:00,15.5,96,0.8,263,0.0,O
2000-05-17 07:00:00,15.5,94,0.3,45,0.0,NE
2000-06-12 05:00:00,15.5,99,0.3,180,0.1,S
2000-06-17 04:00:00,15.5,99,0.9,261,0.6,O
2000-06-18 07:00:00,15.5,96,0.6,244,0.1,SO
2000-07-08 02:00:00,15.5,97,0.3,96,0.1,L
2000-07-12 19:00:00,15.5,91,0.8,25,0.0,NE
2000-05-22 05:00:00,15.5,94,0.5,191,0.0,S
2000-06-16 08:00:00,15.5,99,0.7,70,0.3,L
2000-07-07 13:00:00,15.5,57,1.7,223,0.0,SO
2000-06-29 15:00:00,15.5,60,3.0,278,0.0,O
2000-06-13 09:00:00,15.5,100,0.6,318,0.0,NO
2000-06-29 16:00:00,15.5,60,2.4,285,0.0,O
2000-07-05 08:00:00,15.5,90,1.6,185,0.9,S
2000-07-17 14:00:00,15.5,94,1.6,230,0.4,SO
2000-06-17 05:00:00,15.5,99,0.4,334,0.5,NO
2000-05-17 06:00:00,15.5,94,0.3,178,0.0,S
2000-07-05 17:00:00,15.6,83,0.8,35,0.0,NE
2000-05-22 06:00:00,15.6,94,0.7,132,0.0,SE
2000-06-15 20:00:00,15.6,95,0.7,2,0.0,N
2000-05-19 06:00:00,15.6,94,0.5,1,0.0,N
2000-05-22 01:00:00,15.6,94,0.7,316,0.0,NO
2000-05-22 00:00:00,15.6,94,0.6,81,0.0,L
2000-05-21 23:00:00,15.6,94,0.5,108,0.0,L
2000-05-20 06:00:00,15.6,94,0.8,51,0.0,NE
2000-07-05 04:00:00,15.6,89,2.3,170,2.4,S
2000-06-28 23:00:00,15.6,83,6.2,209,0.5,SO
2000-09-09 03:00:00,15.6,96,0.4,305,0.0,NO
2000-06-18 08:00:00,15.6,97,0.6,248,0.0,O
2000-10-22 05:00:00,15.6,95,1.2,359,0.0,N
2000-11-07 01:00:00,15.6,97,0.9,45,0.1,NE
2000-08-06 23:00:00,15.6,84,1.0,90,0.0,L
2000-07-12 06:00:00,15.6,99,0.4,87,0.0,L
2000-10-29 03:00:00,15.6,96,0.4,251,0.0,O
2000-06-17 03:00:00,15.6,99,1.1,265,0.8,O
2000-06-12 18:00:00,15.6,83,0.5,32,0.0,NE
2000-07-17 04:00:00,15.6,95,0.3,273,0.1,O
2000-08-26 08:00:00,15.6,97,0.2,139,0.0,SE
2000-08-21 01:00:00,15.6,90,3.6,178,0.9,S
2000-10-21 05:00:00,15.6,94,0.3,120,0.0,SE
2000-10-21 06:00:00,15.6,96,0.4,95,0.0,L
2000-08-29 08:00:00,15.7,97,0.3,360,0.0,N
2000-06-18 09:00:00,15.7,99,0.6,342,0.0,N
2000-11-06 21:00:00,15.7,71,0.4,44,0.0,NE
2000-07-17 09:00:00,15.7,94,0.6,81,0.2,L
2000-06-16 09:00:00,15.7,100,0.6,21,0.2,N
2000-06-17 02:00:00,15.7,99,1.6,239,0.5,SO
2000-05-22 02:00:00,15.7,95,0.4,348,0.0,N
2000-08-27 05:00:00,15.7,97,0.2,103,0.1,L
2000-06-12 02:00:00,15.7,100,0.2,104,0.1,L
2000-06-17 09:00:00,15.7,99,0.9,206,0.4,SO
2000-09-06 19:00:00,15.7,85,1.9,92,0.0,L
2000-07-17 02:00:00,15.7,95,0.2,22,0.0,N
2000-07-13 21:00:00,15.7,94,0.3,98,0.0,L
2000-07-17 03:00:00,15.7,96,0.2,30,0.1,NE
2000-08-29 21:00:00,15.7,94,0.2,99,0.0,L
2000-12-07 01:00:00,15.7,85,0.2,77,0.0,L
2000-05-23 01:00:00,15.7,94,0.6,125,0.0,SE
2000-11-07 23:00:00,15.7,70,0.5,62,0.0,NE
2000-07-05 13:00:00,15.7,90,0.9,291,0.4,O
2000-07-10 06:00:00,15.7,98,0.4,120,0.0,SE
2000-07-21 06:00:00,15.7,98,0.5,8,0.0,N
2000-07-21 07:00:00,15.7,99,1.0,298,0.0,NO
2000-10-22 06:00:00,15.7,96,0.4,352,0.0,N
2000-10-23 04:00:00,15.7,96,0.4,87,0.0,L
2000-07-23 02:00:00,15.7,97,0.3,304,0.0,NO
2000-07-23 23:00:00,15.7,96,0.3,308,0.0,NO
2000-10-23 05:00:00,15.7,97,0.3,281,0.0,O
2000-08-16 05:00:00,15.7,96,0.5,336,0.0,NO
2000-08-02 01:00:00,15.7,94,0.9,73,0.0,L
2000-08-03 00:00:00,15.7,95,0.5,50,0.0,NE
2000-08-10 21:00:00,15.7,96,0.5,60,0.0,NE
2000-10-29 01:00:00,15.7,96,0.3,143,0.1,SE
2000-11-03 06:00:00,15.7,99,0.6,301,0.1,NO
2000-11-03 05:00:00,15.7,98,0.7,35,0.1,NE
2000-08-09 03:00:00,15.7,96,0.6,4,0.0,N
2000-10-30 02:00:00,15.7,93,0.7,296,0.0,NO
2000-10-30 05:00:00,15.7,96,0.2,207,0.0,SO
2000-10-29 00:00:00,15.7,95,0.4,229,0.1,SO
2000-08-25 21:00:00,15.7,96,1.0,24,0.0,NE
2000-05-13 08:00:00,15.7,94,0.4,29,0.0,NE
2000-08-18 02:00:00,15.7,97,0.2,3,0.0,N
2000-05-19 20:00:00,15.7,91,0.5,286,0.0,O
2000-08-24 04:00:00,15.7,97,0.1,204,0.0,SO
2000-08-24 03:00:00,15.7,97,0.5,312,0.0,NO
2000-05-19 07:00:00,15.7,94,0.7,130,0.0,SE
2000-08-23 22:00:00,15.7,96,0.5,16,0.0,N
2000-11-23 03:00:00,15.7,97,0.2,227,0.0,SO
2000-05-16 21:00:00,15.7,90,0.5,158,0.0,S
2000-05-14 20:00:00,15.7,93,0.3,198,0.0,S
2000-11-05 02:00:00,15.7,94,0.5,13,0.0,N
2000-05-14 09:00:00,15.7,96,0.3,9,0.0,N
2000-05-13 19:00:00,15.7,93,0.6,4,0.0,N
2000-08-21 04:00:00,15.7,76,3.9,198,0.5,S
2000-09-09 04:00:00,15.7,97,0.4,264,0.0,O
2000-11-04 22:00:00,15.7,68,0.6,48,0.0,NE
2000-08-18 06:00:00,15.7,97,0.7,141,0.0,SE
2000-09-23 02:00:00,15.7,97,0.9,56,0.0,NE
2000-08-18 03:00:00,15.7,97,0.4,303,0.0,NO
2000-08-21 09:00:00,15.7,78,2.8,183,0.0,S
2000-06-13 18:00:00,15.7,85,0.4,77,0.0,L
2000-07-09 11:00:00,15.8,74,1.2,282,0.0,O
2000-08-08 04:00:00,15.8,96,0.7,70,0.0,L
2000-07-17 08:00:00,15.8,92,0.3,42,0.1,NE
2000-06-13 06:00:00,15.8,100,0.4,281,0.0,O
2000-07-16 20:00:00,15.8,64,0.9,73,0.0,L
2000-09-07 00:00:00,15.9,96,0.2,2,0.0,N
2000-08-21 03:00:00,15.9,78,3.5,187,0.7,S
2000-10-30 04:00:00,15.9,96,0.4,5,0.0,N
2000-08-21 00:00:00,15.9,91,4.1,190,1.1,S
2000-08-27 06:00:00,15.9,97,0.2,254,0.0,O
2000-06-13 05:00:00,15.9,100,0.4,91,0.0,L
2000-08-18 04:00:00,15.9,97,0.4,216,0.0,SO
2000-09-06 03:00:00,15.9,97,0.3,76,0.0,L
2000-08-16 07:00:00,16.0,96,0.5,56,0.0,NE
2000-10-22 02:00:00,16.0,90,0.7,301,0.0,NO
2000-08-18 01:00:00,16.0,96,0.2,175,0.0,S
2000-07-09 09:00:00,16.0,96,0.9,357,0.0,N
2000-09-12 05:00:00,16.0,94,1.1,102,0.1,L
2000-11-03 20:00:00,16.0,67,0.4,92,0.0,L
2000-09-11 04:00:00,16.0,95,0.4,63,0.0,NE
2000-07-07 16:00:00,16.0,63,1.8,157,0.0,SE
2000-08-18 07:00:00,16.0,97,0.5,72,0.0,L
2000-07-06 16:00:00,16.0,53,1.2,197,0.0,S
2000-08-21 06:00:00,16.0,75,2.6,193,0.1,S
2000-08-18 05:00:00,16.0,96,0.5,77,0.0,L
2000-07-21 08:00:00,16.0,98,0.4,23,0.0,NE
2000-06-15 19:00:00,16.0,91,0.4,43,0.0,NE
2000-10-23 03:00:00,16.0,96,0.3,92,0.0,L
2000-10-30 06:00:00,16.0,96,0.2,29,0.0,NE
2000-08-07 09:00:00,16.0,96,0.7,80,0.0,L
2000-10-30 03:00:00,16.0,95,0.6,58,0.0,NE
2000-08-06 01:00:00,16.0,88,0.8,146,0.0,SE
2000-07-12 05:00:00,16.0,98,0.4,222,0.0,SO
2000-07-12 09:00:00,16.0,98,0.6,261,0.0,O
2000-07-11 02:00:00,16.0,97,0.3,303,0.0,NO
2000-11-03 04:00:00,16.0,98,0.4,176,0.2,S
2000-08-05 20:00:00,16.0,73,0.4,82,0.0,L
2000-08-10 19:00:00,16.0,90,0.5,25,0.0,NE
2000-08-03 01:00:00,16.0,95,1.0,76,0.0,L
2000-08-02 02:00:00,16.0,93,0.5,20,0.0,N
2000-08-14 22:00:00,16.0,93,0.2,300,0.1,NO
2000-07-23 01:00:00,16.0,96,0.9,96,0.0,L
2000-06-15 07:00:00,16.0,100,0.2,52,0.0,NE
2000-07-21 20:00:00,16.0,93,0.3,80,0.0,L
2000-07-20 09:00:00,16.0,98,0.5,142,0.0,SE
2000-11-23 06:00:00,16.0,98,0.2,272,0.0,O
2000-10-31 03:00:00,16.0,96,0.7,90,0.0,L
2000-07-18 10:00:00,16.0,97,1.4,261,0.1,O
2000-12-07 00:00:00,16.0,83,0.4,31,0.0,NE
2000-08-27 22:00:00,16.0,96,0.4,101,0.0,L
2000-07-16 21:00:00,16.0,65,0.7,45,0.0,NE
2000-05-17 08:00:00,16.0,94,0.4,51,0.0,NE
2000-08-27 21:00:00,16.0,94,0.4,274,0.0,O
2000-06-28 22:00:00,16.0,83,6.1,201,0.3,S
2000-05-21 22:00:00,16.0,93,0.7,345,0.0,N
2000-05-23 00:00:00,16.0,94,0.5,252,0.0,O
2000-06-30 14:00:00,16.0,52,1.9,223,0.0,SO
2000-06-30 15:00:00,16.0,52,1.8,212,0.0,SO
2000-08-26 20:00:00,16.0,93,0.3,29,0.0,NE
2000-11-07 00:00:00,16.0,96,0.3,41,0.0,NE
2000-07-05 14:00:00,16.0,87,1.2,266,0.3,O
2000-09-04 02:00:00,16.0,78,2.5,296,0.0,NO
2000-05-20 22:00:00,16.0,91,0.4,205,0.0,SO
2000-09-04 00:00:00,16.0,82,1.2,65,0.0,NE
2000-07-05 03:00:00,16.0,91,2.6,182,2.4,S
2000-06-17 19:00:00,16.0,89,0.8,222,0.2,SO
2000-05-21 09:00:00,16.0,94,0.7,303,0.0,NO
2000-11-06 23:00:00,16.0,94,0.4,313,0.0,NO
2000-06-16 01:00:00,16.0,98,0.9,277,0.0,O
2000-06-12 06:00:00,16.1,100,0.5,48,0.2,NE
2000-08-05 21:00:00,16.1,73,0.9,85,0.0,L
2000-08-07 19:00:00,16.1,91,0.4,16,0.0,N
2000-08-09 06:00:00,16.1,92,0.4,246,0.0,SO
2000-06-13 07:00:00,16.1,100,0.5,75,0.0,L
2000-06-13 04:00:00,16.1,100,0.3,47,0.0,NE
2000-09-03 20:00:00,16.1,82,1.0,115,0.0,SE
2000-08-15 21:00:00,16.1,96,1.1,262,0.2,O
2000-07-14 03:00:00,16.1,97,1.2,353,0.0,N
2000-07-20 20:00:00,16.1,94,0.6,265,0.0,O
2000-08-16 03:00:00,16.1,94,0.4,215,0.0,SO
2000-09-07 09:00:00,16.1,97,0.3,133,0.0,SE
2000-10-22 01:00:00,16.1,89,0.8,179,0.0,S
2000-08-18 00:00:00,16.1,96,0.3,360,0.0,N
2000-07-07 18:00:00,16.1,66,0.7,18,0.0,N
2000-09-23 01:00:00,16.1,96,0.2,95,0.0,L
2000-06-30 22:00:00,16.1,84,0.8,159,0.0,S
2000-09-12 02:00:00,16.1,94,0.7,112,0.1,L
2000-09-08 23:00:00,16.1,94,0.5,15,0.0,N
2000-05-21 06:00:00,16.1,95,0.6,39,0.0,NE
2000-05-20 07:00:00,16.1,94,0.6,71,0.0,L
2000-07-17 07:00:00,16.1,94,0.5,169,0.1,S
2000-07-06 13:00:00,16.1,53,2.2,216,0.0,SO
2000-07-12 04:00:00,16.1,98,0.6,68,0.0,L
2000-11-03 03:00:00,16.1,97,0.8,232,0.1,SO
2000-08-28 23:00:00,16.2,94,0.7,273,0.0,O
2000-08-02 03:00:00,16.2,94,0.5,86,0.0,L
2000-08-14 23:00:00,16.2,94,0.7,232,0.2,SO
2000-11-02 21:00:00,16.2,89,0.5,112,0.1,L
2000-12-08 03:00:00,16.2,86,0.6,37,0.0,NE
2000-06-15 22:00:00,16.2,99,0.5,225,0.0,SO
2000-06-28 21:00:00,16.2,85,6.2,198,0.3,S
2000-06-12 07:00:00,16.2,100,0.5,95,0.3,L
2000-09-03 22:00:00,16.2,80,2.1,276,0.0,O
2000-08-23 21:00:00,16.2,94,0.4,14,0.0,N
2000-09-03 23:00:00,16.2,80,1.6,262,0.0,O
2000-05-19 19:00:00,16.2,90,0.4,358,0.0,N
2000-11-07 02:00:00,16.2,97,0.8,288,0.1,O
2000-08-08 03:00:00,16.2,97,0.6,124,0.0,SE
2000-08-08 09:00:00,16.2,96,0.9,319,0.0,NO
2000-07-16 22:00:00,16.2,67,0.7,23,0.0,NE
2000-06-16 23:00:00,16.2,94,1.3,227,0.4,SO
2000-06-14 04:00:00,16.2,99,0.4,110,0.0,L
2000-08-21 02:00:00,16.2,80,3.1,166,0.8,S
2000-11-06 06:00:00,16.2,96,1.5,237,0.1,SO
2000-06-30 16:00:00,16.2,54,1.9,203,0.0,SO
2000-08-21 10:00:00,16.2,76,3.6,183,0.1,S
2000-07-10 05:00:00,16.2,99,0.5,78,0.0,L
2000-09-09 05:00:00,16.2,97,0.2,231,0.0,SO
2000-07-10 07:00:00,16.2,99,0.5,116,0.0,SE
2000-06-03 07:00:00,16.2,100,0.9,84,0.0,L
2000-08-16 04:00:00,16.2,95,0.7,312,0.0,NO
2000-05-13 01:00:00,16.2,94,0.4,231,0.3,SO
2000-11-06 02:00:00,16.2,91,0.5,112,0.1,L
2000-11-05 00:00:00,16.2,90,0.9,176,0.0,S
2000-10-28 23:00:00,16.2,93,0.6,44,0.0,NE
2000-11-03 07:00:00,16.2,78,1.1,67,0.1,NE
2000-11-03 02:00:00,16.2,98,0.6,340,0.2,N
2000-06-14 02:00:00,16.2,99,0.3,38,0.0,NE
2000-05-20 21:00:00,16.2,92,0.5,123,0.0,SE
2000-05-14 07:00:00,16.2,95,0.4,181,0.0,S
2000-07-08 11:00:00,16.2,83,0.8,79,0.0,L
2000-08-21 05:00:00,16.2,71,2.8,164,0.4,S
2000-08-09 00:00:00,16.2,94,0.6,64,0.0,NE
2000-09-04 01:00:00,16.2,80,1.8,317,0.0,NO
2000-05-23 23:00:00,16.2,94,0.6,119,0.0,SE
2000-06-18 10:00:00,16.2,100,0.5,345,0.1,N
2000-07-30 22:00:00,16.2,96,0.8,72,0.0,L
2000-07-12 08:00:00,16.2,99,0.4,104,0.0,L
2000-09-11 02:00:00,16.2,95,0.8,72,0.0,L
2000-06-17 18:00:00,16.2,89,0.9,261,0.2,O
2000-08-27 07:00:00,16.2,97,0.3,125,0.0,SE
2000-08-02 06:00:00,16.2,94,0.6,41,0.0,NE
2000-08-02 07:00:00,16.2,93,0.8,43,0.0,NE
2000-08-28 00:00:00,16.2,96,0.4,162,0.0,S
2000-11-22 05:00:00,16.2,99,0.4,61,0.1,NE
2000-12-07 06:00:00,16.2,91,0.4,98,0.0,L
2000-08-03 02:00:00,16.2,96,0.6,71,0.0,L
2000-07-05 15:00:00,16.2,85,1.3,286,0.2,O
2000-05-18 08:00:00,16.2,94,0.4,90,0.0,L
2000-09-05 19:00:00,16.2,82,1.1,114,0.0,SE
2000-07-11 01:00:00,16.2,97,0.6,65,0.0,NE
2000-09-10 23:00:00,16.2,96,0.3,40,0.0,NE
2000-08-17 23:00:00,16.2,96,0.5,153,0.0,SE
2000-08-30 06:00:00,16.2,97,1.0,350,0.0,N
2000-06-17 00:00:00,16.2,96,0.9,220,0.5,SO
2000-11-23 02:00:00,16.2,96,0.4,91,0.0,L
2000-06-17 01:00:00,16.2,98,0.6,275,0.5,O
2000-08-05 19:00:00,16.2,91,0.6,53,0.0,NE
2000-08-09 02:00:00,16.2,96,0.6,2,0.0,N
2000-08-01 05:00:00,16.2,98,0.6,52,0.0,NE
2000-07-06 15:00:00,16.2,50,1.8,175,0.0,S
2000-07-16 23:00:00,16.3,69,0.8,71,0.0,L
2000-09-06 02:00:00,16.3,96,0.5,354,0.0,N
2000-09-23 04:00:00,16.3,97,0.4,57,0.1,NE
2000-08-07 06:00:00,16.3,97,0.2,85,0.0,L
2000-06-14 03:00:00,16.3,100,0.3,96,0.0,L
2000-08-01 06:00:00,16.3,98,0.6,75,0.0,L
2000-06-14 05:00:00,16.3,99,0.2,31,0.0,NE
2000-08-20 23:00:00,16.3,91,4.5,193,1.1,S
2000-07-10 04:00:00,16.4,97,0.2,65,0.0,NE
2000-06-20 04:00:00,16.4,97,2.2,297,0.3,NO
2000-06-13 03:00:00,16.4,100,0.3,88,0.0,L
2000-08-15 09:00:00,16.4,97,0.3,54,1.8,NE
2000-07-31 20:00:00,16.4,94,0.6,140,0.0,SE
2000-10-31 05:00:00,16.4,97,0.5,343,0.0,N
2000-08-01 03:00:00,16.4,97,0.4,46,0.0,NE
2000-08-06 05:00:00,16.5,68,2.1,83,0.0,L
2000-07-09 19:00:00,16.5,88,0.4,272,0.0,O
2000-06-20 05:00:00,16.5,97,2.6,289,0.2,O
2000-08-06 22:00:00,16.5,89,1.7,79,0.0,L
2000-05-15 19:00:00,16.5,91,0.5,61,0.0,NE
2000-05-15 06:00:00,16.5,95,0.3,86,0.0,L
2000-11-06 05:00:00,16.5,96,0.5,196,0.1,S
2000-06-20 03:00:00,16.5,97,2.3,319,0.2,NO
2000-08-05 22:00:00,16.5,80,1.4,91,0.0,L
2000-05-12 23:00:00,16.5,91,0.3,159,0.4,S
2000-09-05 08:00:00,16.5,79,1.7,230,0.2,SO
2000-05-14 06:00:00,16.5,95,0.5,29,0.0,NE
2000-07-01 07:00:00,16.5,97,0.5,51,0.0,NE
2000-05-13 00:00:00,16.5,93,1.2,44,0.4,NE
2000-07-05 16:00:00,16.5,79,0.6,72,0.0,L
2000-07-30 21:00:00,16.5,96,0.6,93,0.0,L
2000-08-18 08:00:00,16.5,97,0.6,260,0.0,O
2000-05-21 05:00:00,16.5,95,0.6,71,0.0,L
2000-10-23 02:00:00,16.5,95,0.3,305,0.0,NO
2000-05-16 09:00:00,16.5,84,1.0,40,0.0,NE
2000-06-14 01:00:00,16.5,75,0.2,68,0.0,L
2000-11-22 04:00:00,16.5,98,0.8,42,0.0,NE
2000-09-11 05:00:00,16.5,96,0.8,59,0.0,NE
2000-11-24 05:00:00,16.5,97,0.5,271,0.0,O
2000-05-19 08:00:00,16.5,93,0.5,267,0.0,O
2000-07-05 02:00:00,16.5,92,1.4,221,2.2,SO
2000-07-27 02:00:00,16.5,97,0.4,313,0.0,NO
2000-08-02 00:00:00,16.5,91,0.7,74,0.0,L
2000-07-23 00:00:00,16.5,96,0.6,104,0.0,L
2000-07-29 04:00:00,16.5,97,0.3,203,0.1,SO
2000-07-24 08:00:00,16.5,97,0.5,75,0.0,L
2000-07-11 10:00:00,16.5,96,1.1,332,0.0,NO
2000-07-11 00:00:00,16.5,97,0.3,59,0.0,NE
2000-08-03 21:00:00,16.5,94,0.6,36,0.0,NE
2000-07-21 09:00:00,16.5,98,0.6,312,0.0,NO
2000-05-23 04:00:00,16.5,95,0.8,76,0.0,L
2000-07-23 22:00:00,16.5,93,0.3,188,0.0,S
2000-11-07 22:00:00,16.5,68,0.5,66,0.0,NE
2000-06-16 10:00:00,16.5,99,0.5,56,0.4,NE
2000-11-06 04:00:00,16.5,94,0.4,210,0.2,SO
2000-08-23 20:00:00,16.5,93,0.4,29,0.0,NE
2000-11-06 03:00:00,16.5,92,0.8,46,0.1,NE
2000-07-29 06:00:00,16.5,97,0.3,257,0.0,O
2000-08-27 23:00:00,16.5,95,0.6,345,0.0,N
2000-10-31 02:00:00,16.5,95,0.3,24,0.0,NE
2000-07-13 20:00:00,16.5,93,0.7,78,0.0,L
2000-08-07 05:00:00,16.5,96,0.4,59,0.0,NE
2000-07-10 01:00:00,16.5,97,0.3,266,0.0,O
2000-07-10 02:00:00,16.5,98,0.4,85,0.0,L
2000-07-10 03:00:00,16.5,98,0.4,82,0.0,L
2000-11-09 00:00:00,16.5,91,0.4,333,0.0,NO
2000-09-09 06:00:00,16.5,97,0.5,360,0.0,N
2000-08-28 01:00:00,16.5,96,0.5,289,0.0,O
2000-06-13 08:00:00,16.5,99,0.9,83,0.0,L
2000-06-15 09:00:00,16.5,99,0.5,53,0.0,NE
2000-06-03 06:00:00,16.5,99,0.5,71,0.0,L
2000-08-03 03:00:00,16.5,95,0.3,91,0.0,L
2000-08-21 21:00:00,16.5,77,1.2,280,0.0,O
2000-07-26 00:00:00,16.5,96,0.4,56,0.0,NE
2000-11-03 01:00:00,16.5,97,0.8,330,0.2,NO
2000-07-06 14:00:00,16.6,48,1.9,239,0.0,SO
2000-06-17 10:00:00,16.6,97,1.3,211,0.6,SO
2000-07-26 03:00:00,16.6,97,0.6,1,0.0,N
2000-08-01 04:00:00,16.6,97,0.5,57,0.0,NE
2000-09-06 01:00:00,16.6,96,0.2,183,0.0,S
2000-08-09 01:00:00,16.6,95,0.5,64,0.0,NE
2000-05-16 06:00:00,16.6,94,0.9,74,0.0,L
2000-09-23 00:00:00,16.6,96,0.3,63,0.0,NE
2000-07-31 21:00:00,16.6,87,0.6,136,0.0,SE
2000-08-15 20:00:00,16.6,94,0.7,50,0.3,NE
2000-05-21 21:00:00,16.6,93,0.5,99,0.0,L
2000-08-08 02:00:00,16.6,97,0.7,84,0.0,L
2000-08-17 22:00:00,16.6,96,0.6,296,0.0,NO
2000-05-14 05:00:00,16.6,95,0.2,115,0.0,SE
2000-05-14 04:00:00,16.6,94,0.5,72,0.0,L
2000-07-29 07:00:00,16.6,97,0.4,42,0.0,NE
2000-06-20 06:00:00,16.6,96,2.9,293,0.0,NO
2000-06-12 08:00:00,16.6,100,0.5,34,0.6,NE
2000-11-03 00:00:00,16.6,96,0.6,295,0.2,NO
2000-07-29 02:00:00,16.6,97,1.0,305,0.3,NO
2000-08-20 22:00:00,16.6,92,5.0,186,1.2,S
2000-07-29 03:00:00,16.6,97,0.4,17,0.2,N
2000-08-06 03:00:00,16.6,84,1.8,21,0.0,N
2000-09-03 21:00:00,16.6,77,1.3,262,0.0,O
2000-08-14 21:00:00,16.6,91,0.4,243,0.0,SO
2000-05-22 08:00:00,16.6,95,0.6,308,0.0,NO
2000-07-29 05:00:00,16.6,97,0.7,172,0.0,S
2000-06-15 00:00:00,16.7,99,0.4,109,0.0,L
2000-07-26 01:00:00,16.7,97,0.4,164,0.0,S
2000-09-05 18:00:00,16.7,79,1.7,146,0.1,SE
2000-07-05 01:00:00,16.7,94,1.8,194,1.6,S
2000-07-05 00:00:00,16.7,94,2.2,149,1.1,SE
2000-07-04 23:00:00,16.7,96,3.9,174,0.8,S
2000-05-14 03:00:00,16.7,95,0.3,58,0.0,NE
2000-08-28 04:00:00,16.7,96,0.4,249,0.0,O
2000-09-12 04:00:00,16.7,94,1.4,102,0.2,L
2000-08-28 02:00:00,16.7,96,0.2,335,0.0,NO
2000-07-26 02:00:00,16.7,98,0.6,82,0.0,L
2000-06-16 22:00:00,16.7,91,1.9,167,0.4,S
2000-07-24 23:00:00,16.7,95,0.5,291,0.0,O
2000-06-16 20:00:00,16.7,93,1.5,218,0.3,SO
2000-11-06 20:00:00,16.7,87,0.6,56,0.0,NE
2000-08-20 06:00:00,16.7,96,1.2,247,0.7,SO
2000-08-30 08:00:00,16.7,97,0.7,307,0.0,NO
2000-06-12 01:00:00,16.7,98,0.5,157,0.1,SE
2000-06-28 20:00:00,16.7,85,6.2,197,0.2,S
2000-07-03 06:00:00,16.7,99,0.7,229,0.0,SO
2000-08-07 08:00:00,16.7,97,0.5,210,0.0,SO
2000-06-14 21:00:00,16.7,97,0.3,359,0.0,N
2000-08-26 06:00:00,16.7,97,0.5,89,0.0,L
2000-06-01 06:00:00,16.7,100,0.4,213,0.0,SO
2000-06-06 05:00:00,16.7,100,0.8,59,0.0,NE
2000-08-20 00:00:00,16.7,96,0.8,87,0.0,L
2000-06-15 21:00:00,16.7,97,0.6,203,0.0,SO
2000-07-01 06:00:00,16.7,97,0.9,263,0.0,O
2000-07-25 00:00:00,16.7,96,0.6,72,0.0,L
2000-06-03 05:00:00,16.7,100,0.3,75,0.0,L
2000-09-04 08:00:00,16.7,82,0.5,198,0.1,S
2000-06-13 10:00:00,16.7,91,0.9,265,0.0,O
2000-09-10 22:00:00,16.7,94,0.2,56,0.0,NE
2000-08-01 02:00:00,16.7,90,0.5,59,0.0,NE
2000-08-16 08:00:00,16.7,96,0.8,234,0.2,SO
2000-06-20 02:00:00,16.7,97,2.5,325,0.3,NO
2000-09-09 07:00:00,16.7,97,0.2,138,0.1,SE
2000-09-07 04:00:00,16.7,98,0.2,29,0.0,NE
2000-11-06 01:00:00,16.7,86,0.9,186,0.0,S
2000-07-11 19:00:00,16.7,92,0.7,89,0.0,L
2000-05-22 23:00:00,16.7,94,0.7,99,0.0,L
2000-09-11 07:00:00,16.7,94,1.3,254,0.0,O
2000-08-02 05:00:00,16.7,91,0.9,28,0.0,NE
2000-11-02 23:00:00,16.7,94,0.7,234,0.1,SO
2000-11-23 01:00:00,16.7,75,0.2,288,0.0,O
2000-11-04 21:00:00,16.7,85,0.4,4,0.0,N
2000-08-02 04:00:00,16.7,91,1.0,76,0.0,L
2000-09-07 01:00:00,16.8,96,0.2,221,0.0,SO
2000-05-15 05:00:00,16.8,95,0.6,131,0.0,SE
2000-06-01 03:00:00,16.8,100,0.5,143,0.0,SE
2000-08-07 04:00:00,16.8,97,0.6,114,0.0,SE
2000-09-07 03:00:00,16.8,97,0.3,82,0.0,L
2000-09-07 02:00:00,16.8,96,0.4,320,0.0,NO
2000-05-21 04:00:00,16.8,94,0.3,29,0.0,NE
2000-06-30 23:00:00,16.8,90,0.6,143,0.0,SE
2000-06-14 06:00:00,16.8,99,0.4,123,0.0,SE
2000-06-01 04:00:00,16.8,100,0.4,130,0.0,SE
2000-07-12 07:00:00,16.8,99,0.5,84,0.0,L
2000-06-01 05:00:00,16.9,100,0.5,112,0.0,L
2000-06-14 08:00:00,16.9,98,0.4,85,0.0,L
2000-08-26 05:00:00,16.9,97,0.4,347,0.0,N
2000-07-01 04:00:00,16.9,97,0.6,111,0.0,L
2000-07-13 02:00:00,16.9,95,0.8,115,0.0,SE
2000-08-08 07:00:00,16.9,97,0.4,49,0.0,NE
2000-06-01 02:00:00,16.9,99,0.5,125,0.0,SE
2000-09-08 02:00:00,16.9,96,0.2,45,0.0,NE
2000-08-28 03:00:00,17.0,96,0.6,29,0.0,NE
2000-07-18 11:00:00,17.0,97,1.2,234,0.1,SO
2000-07-29 08:00:00,17.0,97,0.3,253,0.0,O
2000-07-14 08:00:00,17.0,96,0.6,61,0.0,NE
2000-07-10 00:00:00,17.0,97,1.0,97,0.0,L
2000-09-06 09:00:00,17.0,89,0.9,322,0.0,NO
2000-04-17 22:00:00,17.0,68,1.8,85,0.0,L
2000-08-15 22:00:00,17.0,94,1.1,229,0.0,SO
