Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Temp_mediana,Umi_max,Umi_min,Umi_med,Umi_dp,Umi_mediana,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Vel_vento_mediana,Dir_vento_med,Dir_vento_dp,Dir_vento_mediana,Chuva_tot,Chuva_dp
2022-01-09,29.9,29.4,29.65,0.35,29.65,70.0,70.0,70.0,0.0,70.0,1.2,0.0,0.6,0.85,0.6,90.0,127.28,90.0,0.0,0.0
2022-01-23,34.2,32.1,33.15,1.48,33.15,58.0,45.0,51.5,9.19,51.5,2.5,2.1,2.3,0.28,2.3,249.0,41.01,249.0,0.0,0.0
2022-04-03,34.9,18.8,22.04,3.16,21.1,100.0,0.0,78.34,22.08,84.0,4.3,0.2,1.68,1.1,1.6,151.36,82.84,115.0,148.4,1.69
2022-04-10,29.5,18.0,23.43,2.54,23.55,90.0,60.0,79.0,9.23,81.0,3.0,0.1,1.13,0.85,0.8,148.3,90.87,132.5,18.4,0.8
2022-04-17,28.0,15.1,21.84,2.66,22.0,90.0,44.0,78.22,10.65,81.0,4.3,0.1,1.26,0.87,1.1,169.15,84.62,158.0,31.4,0.76
2022-04-24,28.9,15.8,20.68,3.28,19.65,91.0,49.0,80.48,11.34,87.0,3.4,0.1,0.97,0.8,0.6,163.18,99.67,140.0,12.4,0.48
2022-05-01,35.5,18.2,23.22,3.51,22.45,91.0,32.0,79.85,12.55,85.0,3.9,0.1,1.36,0.95,1.15,157.48,91.82,124.5,41.8,0.71
2022-05-08,26.7,12.2,20.46,3.1,20.9,92.0,37.0,78.68,12.55,82.0,3.9,0.1,1.12,0.83,0.8,165.62,93.74,145.5,31.0,1.67
2022-05-15,28.1,14.9,20.79,2.82,20.95,92.0,53.0,79.4,10.08,80.0,3.2,0.2,1.09,0.75,0.8,155.73,93.38,123.5,0.4,0.02
2022-05-22,22.9,8.0,15.9,4.38,16.45,92.0,33.0,72.21,18.33,78.5,6.0,0.1,1.32,1.12,0.9,169.51,102.53,145.0,3.8,0.17
2022-05-29,31.8,12.4,18.92,4.62,17.6,93.0,33.0,80.33,15.79,90.0,3.4,0.2,0.92,0.67,0.7,164.14,104.69,124.5,0.4,0.02
2022-06-05,22.2,15.4,17.69,1.32,17.35,92.0,70.0,87.86,4.6,89.0,3.6,0.2,1.41,0.84,1.3,183.74,73.75,191.0,160.4,1.76
2022-06-12,24.4,7.8,18.07,3.22,18.6,92.0,39.0,83.55,10.56,89.0,3.2,0.1,1.02,0.68,0.8,185.36,94.94,188.5,33.0,0.79
2022-06-19,29.9,6.6,16.16,4.27,16.75,93.0,38.0,82.07,12.5,88.5,4.4,0.1,0.95,0.74,0.7,136.32,92.08,107.0,6.6,0.13
2022-06-26,31.5,12.9,18.31,3.55,17.65,93.0,36.0,84.08,11.69,89.0,3.1,0.1,1.14,0.81,0.9,167.17,96.82,183.0,24.0,0.54
2022-07-03,30.2,9.2,16.69,4.36,15.8,93.0,45.0,83.35,12.2,90.0,3.5,0.1,0.89,0.81,0.6,145.27,106.04,101.0,2.6,0.09
2022-07-10,28.9,12.3,18.8,3.72,18.1,93.0,35.0,82.62,13.6,90.0,2.9,0.2,0.88,0.61,0.7,168.64,100.73,158.5,0.6,0.03
2022-07-17,31.4,13.3,20.24,4.05,19.0,93.0,34.0,75.55,16.74,79.5,5.0,0.1,1.33,0.97,1.05,127.93,86.14,105.5,7.4,0.21
2022-07-24,26.9,13.1,18.67,2.78,18.0,93.0,57.0,85.58,8.69,90.0,2.5,0.1,0.99,0.61,0.9,170.04,92.83,151.0,26.0,0.5
2022-07-31,30.3,8.6,17.38,4.01,18.1,94.0,40.0,83.31,12.15,90.0,3.8,0.1,0.87,0.7,0.6,149.23,94.26,127.5,6.8,0.34
2022-08-07,29.6,9.6,17.96,3.46,18.05,93.0,50.0,84.56,9.55,89.0,3.1,0.1,1.07,0.79,0.8,148.42,96.74,109.5,32.8,0.81
2022-08-14,23.1,12.3,17.59,2.56,17.9,93.0,42.0,84.95,10.12,90.0,5.9,0.2,1.39,1.17,0.9,181.35,94.66,194.5,59.6,1.26
2022-08-21,30.4,11.5,17.81,3.78,17.7,93.0,40.0,79.7,14.34,85.5,4.5,0.2,1.19,0.87,0.9,185.46,100.49,180.5,23.6,0.46
2022-08-28,25.0,14.4,18.92,2.55,18.65,93.0,60.0,84.04,8.84,86.5,5.0,0.1,1.34,1.0,1.0,144.43,84.43,112.0,4.2,0.16
2022-09-04,26.5,10.6,17.02,2.99,16.6,93.0,47.0,76.18,12.52,76.0,4.7,0.2,1.97,1.16,1.95,143.52,65.74,139.5,40.8,0.66
