Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Temp_mediana,Umi_max,Umi_min,Umi_med,Umi_dp,Umi_mediana,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Vel_vento_mediana,Dir_vento_med,Dir_vento_dp,Dir_vento_mediana,Chuva_tot,Chuva_dp
2021-01-31,36.8,18.8,25.77,3.0,25.2,99.0,37.0,85.47,13.1,89.0,4.6,0.1,1.47,1.0,1.2,154.14,97.17,113.0,429.0,2.84
2021-02-28,37.1,17.3,24.86,3.37,24.35,100.0,39.0,85.08,13.95,89.0,6.6,0.1,1.3,0.99,0.9,152.93,97.55,115.0,306.0,2.75
2021-03-31,33.5,18.7,25.08,2.76,24.8,100.0,48.0,86.77,11.33,89.0,4.9,0.1,1.24,0.95,0.9,160.28,96.7,132.0,145.6,1.4
2021-04-30,33.3,15.8,22.06,2.92,21.95,100.0,35.0,85.59,12.65,89.0,4.9,0.0,1.28,0.92,1.0,156.96,91.12,130.0,182.0,1.15
2021-05-31,30.4,8.2,19.14,3.62,18.9,100.0,34.0,89.95,12.01,94.0,5.4,0.1,1.1,0.81,0.8,165.74,101.0,141.5,206.6,1.1
2021-06-30,27.3,9.4,18.57,3.22,19.0,100.0,48.0,93.0,9.92,99.0,2.8,0.1,0.89,0.6,0.7,172.4,101.93,162.5,99.8,1.26
2021-07-31,21.9,4.5,15.58,4.47,16.2,100.0,30.0,67.68,21.21,70.0,2.9,0.0,1.37,0.77,1.5,176.6,99.38,162.5,0.0,0.0
2021-08-31,34.6,18.7,25.11,3.93,24.3,100.0,27.0,68.61,18.74,72.5,5.1,0.0,1.19,1.21,0.9,151.25,132.49,103.0,0.0,0.0
2021-09-30,26.1,23.0,24.33,0.9,24.3,72.0,61.0,68.56,4.19,70.0,3.6,0.0,1.67,1.45,1.7,99.56,99.03,92.0,0.0,0.0
