Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Temp_mediana,Umi_max,Umi_min,Umi_med,Umi_dp,Umi_mediana,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Vel_vento_mediana,Dir_vento_med,Dir_vento_dp,Dir_vento_mediana,Chuva_tot,Chuva_dp
2021-01-01,26.2,21.4,23.16,1.3,23.35,98.0,80.0,92.38,5.58,92.0,3.7,0.3,1.37,1.12,0.75,168.79,106.04,118.5,17.6,2.03
2021-01-02,23.8,22.0,22.9,0.49,22.85,95.0,81.0,88.42,4.03,88.5,3.1,0.3,1.52,0.78,1.5,135.0,74.04,107.5,6.8,0.81
2021-01-03,27.1,20.1,23.52,2.25,23.65,96.0,61.0,79.83,12.0,80.0,4.0,0.4,1.8,1.13,1.85,141.67,87.08,108.0,0.2,0.04
2021-01-04,28.3,18.8,23.79,3.03,23.95,98.0,61.0,79.29,12.21,78.5,3.0,0.2,1.42,1.0,1.0,131.29,76.01,114.0,0.0,0.0
2021-01-05,30.6,19.7,24.53,3.87,24.55,98.0,60.0,84.17,12.69,88.0,4.4,0.3,1.37,1.24,0.9,136.75,96.47,107.0,4.2,0.59
2021-01-06,34.3,23.5,27.66,4.06,26.2,99.0,51.0,80.88,18.66,91.0,2.8,0.3,1.18,0.71,1.15,171.54,135.34,179.0,0.2,0.04
2021-01-07,33.9,23.8,27.87,3.03,27.2,92.0,49.0,76.29,12.94,79.0,3.3,0.3,1.32,0.8,1.15,172.88,93.36,138.5,0.8,0.13
2021-01-08,31.8,23.8,26.4,2.15,26.05,98.0,56.0,88.33,12.14,94.0,3.2,0.3,1.18,0.84,1.05,193.42,114.33,205.5,11.8,1.76
2021-01-09,27.3,23.7,25.45,1.09,25.7,98.0,84.0,92.79,4.3,93.0,2.7,0.2,1.2,0.69,1.0,172.29,91.17,134.0,28.0,2.16
2021-01-10,26.1,24.3,25.43,0.37,25.5,97.0,88.0,93.38,3.03,93.5,2.8,0.3,1.37,0.67,1.2,148.17,82.73,108.5,33.2,2.99
2021-01-11,29.4,24.5,26.26,1.5,26.05,98.0,76.0,87.46,7.54,85.5,4.2,0.3,2.58,1.32,3.05,92.17,29.83,90.5,4.0,0.77
2021-01-12,29.9,22.8,26.3,2.28,26.15,98.0,70.0,85.67,9.22,85.5,2.6,0.1,1.19,0.74,1.1,139.17,96.56,109.0,0.0,0.0
2021-01-13,28.7,24.1,26.19,1.46,26.0,98.0,75.0,88.38,8.59,91.0,3.8,0.2,1.65,1.15,1.8,129.29,72.19,112.0,3.0,0.61
2021-01-14,28.5,24.7,26.42,1.3,26.4,91.0,70.0,81.25,6.82,81.0,4.1,1.7,2.93,0.59,2.9,106.88,7.01,108.0,5.2,1.02
2021-01-15,29.1,23.0,25.74,1.83,25.05,95.0,71.0,84.92,7.51,88.5,3.4,0.5,2.02,1.04,2.1,124.46,91.26,90.5,4.0,0.63
2021-01-16,31.4,21.8,25.17,3.0,24.2,99.0,61.0,88.17,12.63,93.5,3.8,0.2,0.91,0.85,0.65,188.46,128.39,172.0,25.2,5.14
2021-01-17,32.7,24.3,27.53,3.16,26.35,98.0,56.0,80.5,16.27,81.5,2.8,0.2,1.17,0.7,0.95,102.58,71.08,87.0,0.0,0.0
2021-01-18,32.3,23.9,26.7,2.45,25.7,96.0,60.0,82.71,9.86,85.5,4.6,0.4,1.59,1.06,1.2,180.25,94.65,168.5,45.2,5.7
2021-01-19,24.5,22.4,23.42,0.55,23.4,98.0,96.0,97.46,0.59,97.5,4.4,0.6,2.57,0.8,2.45,173.79,44.24,195.5,182.6,8.64
2021-01-20,25.4,23.3,24.35,0.56,24.4,98.0,86.0,94.25,3.67,95.5,2.9,0.6,1.64,0.57,1.65,171.5,66.37,193.0,8.0,0.64
2021-01-21,28.5,22.9,25.45,1.84,25.1,99.0,72.0,88.33,9.81,92.5,3.5,0.2,1.52,1.07,1.35,144.42,82.02,113.5,1.4,0.22
2021-01-22,29.2,24.6,26.48,1.57,26.0,87.0,70.0,80.29,5.61,82.0,3.9,1.6,2.62,0.63,2.45,101.0,10.66,100.0,0.0,0.0
2021-01-23,28.7,24.6,26.19,1.19,25.7,92.0,74.0,83.67,4.8,84.5,2.9,0.5,1.62,0.82,1.5,116.17,78.61,99.0,3.2,0.61
2021-01-24,26.6,22.7,24.21,1.13,24.15,99.0,83.0,95.17,4.26,97.0,2.0,0.2,0.74,0.47,0.6,212.54,112.43,266.5,4.0,0.39
2021-01-25,27.7,22.1,24.38,1.96,23.8,99.0,76.0,91.62,8.92,98.0,2.4,0.2,0.91,0.58,0.7,162.25,107.25,139.5,3.4,0.5
2021-01-26,28.6,21.0,24.51,2.61,24.65,98.0,73.0,88.38,10.2,93.5,2.5,0.3,0.92,0.48,0.9,169.75,118.8,114.5,33.6,6.37
2021-01-27,36.8,21.9,28.11,5.48,26.65,99.0,37.0,76.42,24.04,88.0,3.3,0.2,1.06,0.86,0.85,209.04,100.41,237.5,0.0,0.0
2021-01-28,35.8,22.9,27.55,4.26,26.25,98.0,44.0,76.92,19.12,83.0,2.8,0.3,1.18,0.83,0.8,177.67,134.65,185.0,0.0,0.0
2021-01-29,33.6,22.7,27.17,3.74,25.95,97.0,53.0,80.33,16.49,88.0,2.6,0.3,1.03,0.71,0.75,198.25,110.28,224.5,3.4,0.61
2021-01-30,35.9,23.6,28.05,3.96,26.65,99.0,40.0,81.92,20.24,91.0,2.3,0.2,1.01,0.67,0.8,165.12,118.77,99.5,0.0,0.0
2021-01-31,35.1,23.8,27.85,3.75,26.55,98.0,41.0,79.96,20.59,86.5,2.8,0.3,0.97,0.71,0.6,141.67,107.77,103.5,0.0,0.0
2021-02-01,34.7,24.0,27.81,3.43,27.05,93.0,45.0,78.25,16.32,85.5,3.2,0.2,1.17,0.84,0.9,205.08,100.74,230.5,8.0,1.51
2021-02-02,31.1,24.1,27.18,2.44,26.3,99.0,72.0,87.25,10.56,89.5,3.4,0.3,1.35,1.04,0.8,140.46,95.38,131.0,0.0,0.0
2021-02-03,31.6,21.6,26.34,3.84,26.25,99.0,65.0,84.0,12.43,87.0,2.9,0.2,1.3,1.0,0.85,142.12,87.92,111.0,0.0,0.0
2021-02-04,37.1,23.7,29.12,4.84,27.15,99.0,39.0,76.88,21.94,86.5,4.3,0.2,1.4,1.16,0.85,211.33,111.98,258.0,3.2,0.65
2021-02-05,27.7,22.4,24.92,1.63,24.9,98.0,57.0,85.29,13.22,89.5,3.5,0.3,1.46,0.89,1.1,136.33,103.66,106.5,14.6,1.47
2021-02-06,27.5,19.6,23.31,2.2,23.7,99.0,66.0,84.83,11.32,84.0,3.8,0.3,1.32,1.2,0.7,138.54,76.55,120.0,0.0,0.0
2021-02-07,28.2,17.3,23.2,3.87,23.75,99.0,53.0,76.79,16.89,74.5,3.3,0.1,1.5,1.08,1.05,109.67,51.79,104.0,0.0,0.0
2021-02-08,28.4,17.8,23.45,3.74,23.45,98.0,48.0,76.79,17.54,76.5,3.1,0.2,1.34,1.04,0.85,149.88,86.37,130.5,0.0,0.0
2021-02-09,28.3,19.0,23.38,3.27,22.9,99.0,58.0,80.88,15.0,85.0,3.4,0.3,1.25,1.06,0.6,133.79,86.33,108.0,0.6,0.09
2021-02-10,28.1,19.8,23.39,3.14,22.75,99.0,68.0,85.75,12.0,90.0,3.5,0.2,1.45,1.28,0.65,126.12,74.21,109.0,14.8,2.19
2021-02-11,28.2,20.4,23.22,2.6,22.55,99.0,72.0,90.83,9.61,96.5,2.7,0.3,1.09,0.87,0.65,147.62,98.54,109.0,24.0,3.77
2021-02-12,27.3,20.1,22.95,2.46,22.25,99.0,74.0,92.62,8.16,97.5,1.6,0.2,0.67,0.33,0.55,156.04,108.67,108.0,1.6,0.25
2021-02-13,30.7,22.2,25.15,2.78,23.65,99.0,61.0,88.5,12.43,97.0,2.6,0.2,0.9,0.67,0.65,156.79,122.28,107.5,0.2,0.04
2021-02-14,32.8,21.0,26.28,4.38,25.45,99.0,54.0,80.88,17.22,88.0,2.7,0.3,1.18,0.78,0.9,184.21,128.32,198.5,0.0,0.0
2021-02-15,33.7,21.7,25.53,3.34,24.25,99.0,40.0,80.67,18.47,88.0,6.6,0.2,1.51,1.39,1.05,145.0,109.26,128.5,7.6,0.97
2021-02-16,33.3,19.3,24.58,4.67,24.55,99.0,45.0,83.21,16.88,86.5,3.2,0.4,1.23,0.81,1.0,151.67,111.45,108.5,5.2,1.06
2021-02-17,29.8,22.1,25.24,2.54,24.5,99.0,73.0,88.12,10.02,89.5,3.1,0.2,1.26,1.03,0.6,173.88,106.33,121.0,9.0,1.84
2021-02-18,30.3,20.1,24.48,3.45,23.8,99.0,64.0,85.92,12.06,87.5,3.2,0.3,1.22,0.87,0.8,155.12,110.02,121.0,22.0,3.11
2021-02-19,29.3,19.6,24.45,3.48,23.9,100.0,69.0,86.46,12.61,90.5,3.5,0.3,1.37,1.07,0.85,120.92,89.83,103.5,0.0,0.0
2021-02-20,29.5,21.7,25.95,2.57,25.7,98.0,68.0,81.67,10.37,80.0,3.5,0.4,1.74,1.09,1.85,113.54,49.27,105.5,0.0,0.0
2021-02-21,29.9,24.6,26.55,1.79,25.7,86.0,61.0,75.12,8.39,77.5,3.0,0.5,2.09,0.67,2.2,103.21,22.45,104.0,0.0,0.0
2021-02-22,29.2,21.2,25.2,2.71,25.1,99.0,65.0,83.46,12.46,83.0,3.5,0.2,1.44,1.18,0.8,118.38,84.62,90.5,2.2,0.37
2021-02-23,31.9,19.3,25.68,4.17,25.4,99.0,54.0,79.12,15.26,79.0,3.5,0.3,1.3,0.93,1.1,168.71,113.19,120.5,0.0,0.0
2021-02-24,28.9,22.8,24.9,1.88,24.2,99.0,73.0,90.29,8.2,92.0,3.9,0.3,1.37,1.12,0.75,165.25,98.49,145.5,3.6,0.47
2021-02-25,26.0,22.7,23.7,0.75,23.65,99.0,84.0,94.12,5.12,96.0,3.4,0.2,1.12,1.02,0.6,180.79,100.49,132.0,3.0,0.31
2021-02-26,24.8,22.0,23.0,0.73,23.0,99.0,84.0,95.71,4.14,98.0,3.0,0.4,1.04,0.63,0.9,178.96,91.24,199.5,65.4,4.85
2021-02-27,25.5,22.1,23.21,1.09,22.65,100.0,82.0,95.42,5.34,98.5,4.0,0.2,1.22,0.97,0.7,177.67,98.78,119.5,37.4,4.55
2021-02-28,26.9,21.8,23.88,1.79,23.6,99.0,81.0,93.29,6.21,95.5,2.6,0.3,1.17,0.66,1.0,191.0,79.84,199.5,83.6,10.8
2021-03-01,29.0,23.5,25.37,1.68,24.65,99.0,76.0,90.5,7.61,92.0,3.2,0.2,1.32,0.97,0.9,167.58,100.33,116.0,10.2,0.94
2021-03-02,28.8,22.2,25.08,2.18,24.3,99.0,73.0,90.17,9.63,94.0,2.9,0.1,0.87,0.8,0.5,159.33,114.07,135.0,0.4,0.08
2021-03-03,31.2,21.5,25.18,3.3,24.5,99.0,61.0,86.5,13.42,92.0,1.4,0.4,0.72,0.26,0.75,203.67,124.89,252.0,0.4,0.08
2021-03-04,32.1,22.1,25.52,3.34,24.25,99.0,55.0,86.29,15.28,95.0,1.5,0.3,0.73,0.34,0.65,178.67,124.48,155.0,24.4,4.57
2021-03-05,31.2,22.7,25.55,3.0,24.2,90.0,54.0,79.58,12.17,86.5,2.9,0.8,1.61,0.63,1.4,212.88,93.9,258.5,1.0,0.14
2021-03-06,27.4,22.8,24.9,1.41,24.75,98.0,74.0,86.46,8.17,86.5,2.4,0.2,1.07,0.75,0.75,125.58,80.63,109.0,0.0,0.0
2021-03-07,26.4,22.2,23.83,1.19,23.55,99.0,77.0,91.42,7.01,91.5,2.5,0.3,1.12,0.78,0.75,157.33,85.28,148.0,6.2,1.1
2021-03-08,28.1,21.0,24.05,2.57,24.05,100.0,69.0,88.38,11.21,92.0,3.7,0.2,1.26,0.97,0.85,148.42,98.95,107.0,0.0,0.0
2021-03-09,30.4,19.4,23.51,3.24,22.55,99.0,61.0,86.5,11.65,87.0,4.9,0.2,1.24,1.13,0.9,135.5,97.17,101.5,1.2,0.21
2021-03-10,26.8,18.7,22.1,3.16,20.8,99.0,63.0,84.92,14.84,91.5,2.7,0.3,0.97,0.82,0.6,139.04,102.82,122.0,1.0,0.1
2021-03-11,28.8,19.4,23.64,3.39,23.25,99.0,68.0,85.58,11.65,87.5,3.8,0.1,1.26,1.16,0.75,119.46,82.36,105.5,0.0,0.0
2021-03-12,28.8,23.2,25.72,1.77,25.2,97.0,72.0,83.25,6.8,83.5,3.5,0.3,1.59,1.07,1.2,153.21,96.87,108.0,5.4,1.06
2021-03-13,29.5,23.3,26.19,2.1,25.7,98.0,72.0,85.04,8.8,84.0,3.7,0.3,1.67,1.21,1.1,143.0,94.29,104.0,0.2,0.04
2021-03-14,30.4,21.3,25.42,2.99,25.75,99.0,70.0,87.04,10.54,86.5,4.1,0.2,1.38,1.33,0.8,113.54,88.05,92.0,0.0,0.0
2021-03-15,29.0,22.4,25.57,2.29,25.9,99.0,71.0,87.33,9.54,86.0,3.2,0.2,1.49,1.13,1.3,153.29,66.84,124.5,0.0,0.0
2021-03-16,30.0,21.5,25.71,2.73,25.4,99.0,65.0,85.46,11.62,87.5,4.0,0.2,1.28,1.23,0.6,163.17,107.39,111.5,0.0,0.0
