Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Temp_mediana,Umi_max,Umi_min,Umi_med,Umi_dp,Umi_mediana,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Vel_vento_mediana,Dir_vento_med,Dir_vento_dp,Dir_vento_mediana,Chuva_tot,Chuva_dp
2023-01-01,28.3,20.0,24.15,3.03,24.15,93.0,65.0,80.71,10.74,82.0,3.0,0.1,1.28,0.95,1.15,128.38,87.0,105.0,0.0,0.0
2023-01-02,28.9,20.2,24.95,2.98,24.85,93.0,64.0,79.71,11.0,81.0,4.2,0.3,1.52,1.33,0.9,147.12,109.12,104.5,0.0,0.0
2023-01-03,33.0,21.2,25.85,3.76,25.65,92.0,46.0,77.04,14.75,83.0,2.8,0.3,1.3,0.88,0.9,182.79,113.81,238.0,1.8,0.27
2023-01-04,24.5,19.9,22.04,1.48,21.85,93.0,79.0,89.29,3.14,90.0,5.0,0.5,2.23,1.14,2.25,209.54,47.97,217.0,75.2,7.17
2023-01-05,24.5,19.2,21.1,1.72,20.65,93.0,69.0,85.38,9.15,90.5,2.8,0.4,1.5,0.67,1.5,187.79,75.72,214.0,26.4,2.11
2023-01-06,25.0,19.0,21.54,2.08,21.35,93.0,66.0,83.42,9.53,87.5,3.4,0.2,1.14,0.84,0.9,166.5,98.16,134.5,6.8,0.91
2023-01-07,26.2,18.6,22.45,2.73,22.3,93.0,59.0,77.25,11.73,76.0,3.7,0.4,1.92,1.14,1.7,131.75,70.53,108.5,0.4,0.08
2023-01-08,24.9,20.4,22.55,1.35,22.7,92.0,72.0,82.17,6.02,81.0,3.5,0.5,1.52,0.78,1.55,130.92,81.84,100.0,1.6,0.29
2023-01-09,26.6,19.6,22.3,2.14,22.7,93.0,64.0,83.04,9.49,84.0,2.8,0.2,1.18,0.77,0.9,146.67,72.7,130.5,1.8,0.18
2023-01-10,25.6,19.8,22.61,1.9,22.6,93.0,74.0,86.12,5.98,85.5,2.6,0.2,1.25,0.75,1.2,142.83,91.31,96.5,0.4,0.08
2023-01-11,28.7,22.1,24.25,2.32,23.3,93.0,70.0,85.12,8.34,89.0,3.1,0.2,1.19,0.83,1.1,152.54,106.93,107.0,5.4,0.78
2023-01-12,31.5,20.3,24.82,3.83,24.85,94.0,53.0,80.71,13.92,85.0,2.4,0.3,1.05,0.57,0.95,186.79,131.03,218.0,0.2,0.04
2023-01-13,33.3,21.7,26.37,4.01,26.35,93.0,51.0,77.62,15.72,78.5,3.1,0.0,1.2,0.9,0.95,156.25,132.51,117.0,0.2,0.04
2023-01-14,33.5,23.1,27.91,3.81,27.1,91.0,45.0,69.83,16.25,71.0,4.0,0.0,1.38,0.94,1.3,176.33,123.89,179.0,0.0,0.0
