Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2024-01-31,37.3,19.0,25.1,3.6,95.0,39.0,81.8,12.2,5.7,0.1,2.0,1.1,149.7,85.9,425.4,2.4,L
2024-02-29,40.1,20.2,25.8,3.3,95.0,33.0,83.7,11.9,6.0,0.1,1.8,1.1,147.8,86.3,219.0,1.9,L
2024-03-31,39.3,19.0,25.3,3.2,96.0,39.0,84.0,11.3,4.1,0.2,1.7,1.0,146.0,93.8,156.6,1.2,L
2024-04-30,33.8,14.0,23.7,3.4,96.0,44.0,85.9,10.8,,,,,,,134.0,1.0,
2024-05-31,36.4,9.5,21.6,4.8,97.0,33.0,86.1,14.0,4.8,0.2,1.4,0.9,185.2,104.0,178.0,0.8,O
2024-06-30,32.0,12.6,19.8,3.8,98.0,39.0,87.4,12.9,4.5,0.2,1.2,0.8,160.9,96.4,62.6,0.4,L
2024-07-31,29.6,8.8,16.6,2.9,98.0,52.0,92.4,7.7,3.6,0.3,1.3,0.7,164.9,94.2,200.2,0.8,L
2024-08-31,33.0,4.8,17.3,4.6,99.0,32.0,88.3,13.1,3.6,0.1,1.3,0.8,158.6,93.8,99.8,0.7,L
2024-09-30,37.3,14.6,20.3,3.2,100.0,29.0,90.5,10.5,3.8,0.1,1.3,0.8,142.5,84.5,135.2,0.9,L
2024-10-31,38.4,15.6,22.1,3.1,100.0,34.0,87.6,10.2,4.5,0.1,1.9,0.9,124.8,61.5,112.0,0.6,L
2024-11-30,35.8,14.3,23.1,2.8,98.0,52.0,86.1,10.6,4.5,0.1,1.7,1.0,128.1,70.0,129.6,0.9,L
2024-12-31,36.6,18.4,24.1,2.7,100.0,31.0,86.3,12.5,5.6,0.2,1.8,1.1,142.3,79.8,295.0,1.4,L
