Data,Hora (UTC),Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm),Day,Month,Year,Hour,Minute,Datetime
03/01/2022,600,,,,,,,,,,,,,,,,,,3,1,2022,6,0,2022-01-03 06:00:00
03/01/2022,700,,,,,,,,,,,,,,,,,,3,1,2022,7,0,2022-01-03 07:00:00
03/01/2022,800,,,,,,,,,,,,,,,,,,3,1,2022,8,0,2022-01-03 08:00:00
03/01/2022,900,,,,,,,,,,,,,,,,,,3,1,2022,9,0,2022-01-03 09:00:00
03/01/2022,1000,,,,,,,,,,,,,,,,,,3,1,2022,10,0,2022-01-03 10:00:00
03/01/2022,1100,,,,,,,,,,,,,,,,,,3,1,2022,11,0,2022-01-03 11:00:00
03/01/2022,1200,,,,,,,,,,,,,,,,,,3,1,2022,12,0,2022-01-03 12:00:00
03/01/2022,1300,,,,,,,,,,,,,,,,,,3,1,2022,13,0,2022-01-03 13:00:00
03/01/2022,1400,,,,,,,,,,,,,,,,,,3,1,2022,14,0,2022-01-03 14:00:00
03/01/2022,1500,,,,,,,,,,,,,,,,,,3,1,2022,15,0,2022-01-03 15:00:00
03/01/2022,1600,,,,,,,,,,,,,,,,,,3,1,2022,16,0,2022-01-03 16:00:00
03/01/2022,1700,29.9,,,70.0,,,23.8,,,1007.3,,,,,,30.1,0.0,3,1,2022,17,0,2022-01-03 17:00:00
03/01/2022,1800,,,,,,,,,,,,,,,,,,3,1,2022,18,0,2022-01-03 18:00:00
03/01/2022,1900,,,,,,,,,,,,,,,,,,3,1,2022,19,0,2022-01-03 19:00:00
03/01/2022,2000,,,,,,,,,,,,,,,,,,3,1,2022,20,0,2022-01-03 20:00:00
03/01/2022,2100,,,,,,,,,,,,,,,,,,3,1,2022,21,0,2022-01-03 21:00:00
03/01/2022,2200,,,,,,,,,,,,,,,,,,3,1,2022,22,0,2022-01-03 22:00:00
03/01/2022,2300,,,,,,,,,,,,,,,,,,3,1,2022,23,0,2022-01-03 23:00:00
04/01/2022,0,,,,,,,,,,,,,,,,,,4,1,2022,0,0,2022-01-04 00:00:00
04/01/2022,100,,,,,,,,,,,,,,,,,,4,1,2022,1,0,2022-01-04 01:00:00
04/01/2022,200,,,,,,,,,,,,,,,,,,4,1,2022,2,0,2022-01-04 02:00:00
04/01/2022,300,,,,,,,,,,,,,,,,,,4,1,2022,3,0,2022-01-04 03:00:00
04/01/2022,400,,,,,,,,,,,,,,,,,,4,1,2022,4,0,2022-01-04 04:00:00
04/01/2022,500,,,,,,,,,,,,,,,,,,4,1,2022,5,0,2022-01-04 05:00:00
04/01/2022,600,,,,,,,,,,,,,,,,,,4,1,2022,6,0,2022-01-04 06:00:00
04/01/2022,700,,,,,,,,,,,,,,,,,,4,1,2022,7,0,2022-01-04 07:00:00
04/01/2022,800,,,,,,,,,,,,,,,,,,4,1,2022,8,0,2022-01-04 08:00:00
04/01/2022,900,,,,,,,,,,,,,,,,,,4,1,2022,9,0,2022-01-04 09:00:00
04/01/2022,1000,,,,,,,,,,,,,,,,,,4,1,2022,10,0,2022-01-04 10:00:00
04/01/2022,1100,,,,,,,,,,,,,,,,,,4,1,2022,11,0,2022-01-04 11:00:00
04/01/2022,1200,,,,,,,,,,,,,,,,,,4,1,2022,12,0,2022-01-04 12:00:00
04/01/2022,1300,,,,,,,,,,,,,,,,,,4,1,2022,13,0,2022-01-04 13:00:00
04/01/2022,1400,,,,,,,,,,,,,,,,,,4,1,2022,14,0,2022-01-04 14:00:00
04/01/2022,1500,29.4,,,70.0,,,23.4,,,1005.6,,,1.2,180.0,,607.0,0.0,4,1,2022,15,0,2022-01-04 15:00:00
04/01/2022,1600,,,,,,,,,,,,,,,,,,4,1,2022,16,0,2022-01-04 16:00:00
04/01/2022,1700,,,,,,,,,,,,,,,,,,4,1,2022,17,0,2022-01-04 17:00:00
04/01/2022,1800,,,,,,,,,,,,,,,,,,4,1,2022,18,0,2022-01-04 18:00:00
04/01/2022,1900,,,,,,,,,,,,,,,,,,4,1,2022,19,0,2022-01-04 19:00:00
04/01/2022,2000,,,,,,,,,,,,,,,,,,4,1,2022,20,0,2022-01-04 20:00:00
04/01/2022,2100,,,,,,,,,,,,,,,,,,4,1,2022,21,0,2022-01-04 21:00:00
04/01/2022,2200,,,,,,,,,,,,,,,,,,4,1,2022,22,0,2022-01-04 22:00:00
04/01/2022,2300,,,,,,,,,,,,,,,,,,4,1,2022,23,0,2022-01-04 23:00:00
05/01/2022,0,,,,,,,,,,,,,,,,,,5,1,2022,0,0,2022-01-05 00:00:00
05/01/2022,100,,,,,,,,,,,,,,,,,,5,1,2022,1,0,2022-01-05 01:00:00
05/01/2022,200,,,,,,,,,,,,,,,,,,5,1,2022,2,0,2022-01-05 02:00:00
05/01/2022,300,,,,,,,,,,,,,,,,,,5,1,2022,3,0,2022-01-05 03:00:00
05/01/2022,400,,,,,,,,,,,,,,,,,,5,1,2022,4,0,2022-01-05 04:00:00
05/01/2022,500,,,,,,,,,,,,,,,,,,5,1,2022,5,0,2022-01-05 05:00:00
05/01/2022,600,,,,,,,,,,,,,,,,,,5,1,2022,6,0,2022-01-05 06:00:00
05/01/2022,700,,,,,,,,,,,,,,,,,,5,1,2022,7,0,2022-01-05 07:00:00
05/01/2022,800,,,,,,,,,,,,,,,,,,5,1,2022,8,0,2022-01-05 08:00:00
05/01/2022,900,,,,,,,,,,,,,,,,,,5,1,2022,9,0,2022-01-05 09:00:00
05/01/2022,1000,,,,,,,,,,,,,,,,,,5,1,2022,10,0,2022-01-05 10:00:00
05/01/2022,1100,,,,,,,,,,,,,,,,,,5,1,2022,11,0,2022-01-05 11:00:00
05/01/2022,1200,,,,,,,,,,,,,,,,,,5,1,2022,12,0,2022-01-05 12:00:00
05/01/2022,1300,,,,,,,,,,,,,,,,,,5,1,2022,13,0,2022-01-05 13:00:00
05/01/2022,1400,,,,,,,,,,,,,,,,,,5,1,2022,14,0,2022-01-05 14:00:00
05/01/2022,1500,,,,,,,,,,,,,,,,,,5,1,2022,15,0,2022-01-05 15:00:00
05/01/2022,1600,,,,,,,,,,,,,,,,,,5,1,2022,16,0,2022-01-05 16:00:00
05/01/2022,1700,,,,,,,,,,,,,,,,,,5,1,2022,17,0,2022-01-05 17:00:00
05/01/2022,1800,,,,,,,,,,,,,,,,,,5,1,2022,18,0,2022-01-05 18:00:00
05/01/2022,1900,,,,,,,,,,,,,,,,,,5,1,2022,19,0,2022-01-05 19:00:00
05/01/2022,2000,,,,,,,,,,,,,,,,,,5,1,2022,20,0,2022-01-05 20:00:00
05/01/2022,2100,,,,,,,,,,,,,,,,,,5,1,2022,21,0,2022-01-05 21:00:00
05/01/2022,2200,,,,,,,,,,,,,,,,,,5,1,2022,22,0,2022-01-05 22:00:00
05/01/2022,2300,,,,,,,,,,,,,,,,,,5,1,2022,23,0,2022-01-05 23:00:00
06/01/2022,0,,,,,,,,,,,,,,,,,,6,1,2022,0,0,2022-01-06 00:00:00
06/01/2022,100,,,,,,,,,,,,,,,,,,6,1,2022,1,0,2022-01-06 01:00:00
06/01/2022,200,,,,,,,,,,,,,,,,,,6,1,2022,2,0,2022-01-06 02:00:00
06/01/2022,300,,,,,,,,,,,,,,,,,,6,1,2022,3,0,2022-01-06 03:00:00
06/01/2022,400,,,,,,,,,,,,,,,,,,6,1,2022,4,0,2022-01-06 04:00:00
06/01/2022,500,,,,,,,,,,,,,,,,,,6,1,2022,5,0,2022-01-06 05:00:00
06/01/2022,600,,,,,,,,,,,,,,,,,,6,1,2022,6,0,2022-01-06 06:00:00
06/01/2022,700,,,,,,,,,,,,,,,,,,6,1,2022,7,0,2022-01-06 07:00:00
06/01/2022,800,,,,,,,,,,,,,,,,,,6,1,2022,8,0,2022-01-06 08:00:00
06/01/2022,900,,,,,,,,,,,,,,,,,,6,1,2022,9,0,2022-01-06 09:00:00
06/01/2022,1000,,,,,,,,,,,,,,,,,,6,1,2022,10,0,2022-01-06 10:00:00
06/01/2022,1100,,,,,,,,,,,,,,,,,,6,1,2022,11,0,2022-01-06 11:00:00
06/01/2022,1200,,,,,,,,,,,,,,,,,,6,1,2022,12,0,2022-01-06 12:00:00
06/01/2022,1300,,,,,,,,,,,,,,,,,,6,1,2022,13,0,2022-01-06 13:00:00
06/01/2022,1400,,,,,,,,,,,,,,,,,,6,1,2022,14,0,2022-01-06 14:00:00
06/01/2022,1500,,,,,,,,,,,,,,,,,,6,1,2022,15,0,2022-01-06 15:00:00
06/01/2022,1600,,,,,,,,,,,,,,,,,,6,1,2022,16,0,2022-01-06 16:00:00
06/01/2022,1700,,,,,,,,,,,,,,,,,,6,1,2022,17,0,2022-01-06 17:00:00
06/01/2022,1800,,,,,,,,,,,,,,,,,,6,1,2022,18,0,2022-01-06 18:00:00
06/01/2022,1900,,,,,,,,,,,,,,,,,,6,1,2022,19,0,2022-01-06 19:00:00
06/01/2022,2000,,,,,,,,,,,,,,,,,,6,1,2022,20,0,2022-01-06 20:00:00
06/01/2022,2100,,,,,,,,,,,,,,,,,,6,1,2022,21,0,2022-01-06 21:00:00
06/01/2022,2200,,,,,,,,,,,,,,,,,,6,1,2022,22,0,2022-01-06 22:00:00
06/01/2022,2300,,,,,,,,,,,,,,,,,,6,1,2022,23,0,2022-01-06 23:00:00
07/01/2022,0,,,,,,,,,,,,,,,,,,7,1,2022,0,0,2022-01-07 00:00:00
07/01/2022,100,,,,,,,,,,,,,,,,,,7,1,2022,1,0,2022-01-07 01:00:00
07/01/2022,200,,,,,,,,,,,,,,,,,,7,1,2022,2,0,2022-01-07 02:00:00
07/01/2022,300,,,,,,,,,,,,,,,,,,7,1,2022,3,0,2022-01-07 03:00:00
07/01/2022,400,,,,,,,,,,,,,,,,,,7,1,2022,4,0,2022-01-07 04:00:00
07/01/2022,500,,,,,,,,,,,,,,,,,,7,1,2022,5,0,2022-01-07 05:00:00
07/01/2022,600,,,,,,,,,,,,,,,,,,7,1,2022,6,0,2022-01-07 06:00:00
07/01/2022,700,,,,,,,,,,,,,,,,,,7,1,2022,7,0,2022-01-07 07:00:00
07/01/2022,800,,,,,,,,,,,,,,,,,,7,1,2022,8,0,2022-01-07 08:00:00
07/01/2022,900,,,,,,,,,,,,,,,,,,7,1,2022,9,0,2022-01-07 09:00:00
07/01/2022,1000,,,,,,,,,,,,,,,,,,7,1,2022,10,0,2022-01-07 10:00:00
07/01/2022,1100,,,,,,,,,,,,,,,,,,7,1,2022,11,0,2022-01-07 11:00:00
07/01/2022,1200,,,,,,,,,,,,,,,,,,7,1,2022,12,0,2022-01-07 12:00:00
07/01/2022,1300,,,,,,,,,,,,,,,,,,7,1,2022,13,0,2022-01-07 13:00:00
07/01/2022,1400,,,,,,,,,,,,,,,,,,7,1,2022,14,0,2022-01-07 14:00:00
07/01/2022,1500,,,,,,,,,,,,,,,,,,7,1,2022,15,0,2022-01-07 15:00:00
07/01/2022,1600,,,,,,,,,,,,,,,,,,7,1,2022,16,0,2022-01-07 16:00:00
07/01/2022,1700,,,,,,,,,,,,,,,,,,7,1,2022,17,0,2022-01-07 17:00:00
07/01/2022,1800,,,,,,,,,,,,,,,,,,7,1,2022,18,0,2022-01-07 18:00:00
07/01/2022,1900,,,,,,,,,,,,,,,,,,7,1,2022,19,0,2022-01-07 19:00:00
07/01/2022,2000,,,,,,,,,,,,,,,,,,7,1,2022,20,0,2022-01-07 20:00:00
07/01/2022,2100,,,,,,,,,,,,,,,,,,7,1,2022,21,0,2022-01-07 21:00:00
07/01/2022,2200,,,,,,,,,,,,,,,,,,7,1,2022,22,0,2022-01-07 22:00:00
07/01/2022,2300,,,,,,,,,,,,,,,,,,7,1,2022,23,0,2022-01-07 23:00:00
08/01/2022,0,,,,,,,,,,,,,,,,,,8,1,2022,0,0,2022-01-08 00:00:00
08/01/2022,100,,,,,,,,,,,,,,,,,,8,1,2022,1,0,2022-01-08 01:00:00
08/01/2022,200,,,,,,,,,,,,,,,,,,8,1,2022,2,0,2022-01-08 02:00:00
08/01/2022,300,,,,,,,,,,,,,,,,,,8,1,2022,3,0,2022-01-08 03:00:00
08/01/2022,400,,,,,,,,,,,,,,,,,,8,1,2022,4,0,2022-01-08 04:00:00
08/01/2022,500,,,,,,,,,,,,,,,,,,8,1,2022,5,0,2022-01-08 05:00:00
08/01/2022,600,,,,,,,,,,,,,,,,,,8,1,2022,6,0,2022-01-08 06:00:00
08/01/2022,700,,,,,,,,,,,,,,,,,,8,1,2022,7,0,2022-01-08 07:00:00
08/01/2022,800,,,,,,,,,,,,,,,,,,8,1,2022,8,0,2022-01-08 08:00:00
08/01/2022,900,,,,,,,,,,,,,,,,,,8,1,2022,9,0,2022-01-08 09:00:00
08/01/2022,1000,,,,,,,,,,,,,,,,,,8,1,2022,10,0,2022-01-08 10:00:00
08/01/2022,1100,,,,,,,,,,,,,,,,,,8,1,2022,11,0,2022-01-08 11:00:00
08/01/2022,1200,,,,,,,,,,,,,,,,,,8,1,2022,12,0,2022-01-08 12:00:00
08/01/2022,1300,,,,,,,,,,,,,,,,,,8,1,2022,13,0,2022-01-08 13:00:00
08/01/2022,1400,,,,,,,,,,,,,,,,,,8,1,2022,14,0,2022-01-08 14:00:00
08/01/2022,1500,,,,,,,,,,,,,,,,,,8,1,2022,15,0,2022-01-08 15:00:00
08/01/2022,1600,,,,,,,,,,,,,,,,,,8,1,2022,16,0,2022-01-08 16:00:00
08/01/2022,1700,,,,,,,,,,,,,,,,,,8,1,2022,17,0,2022-01-08 17:00:00
08/01/2022,1800,,,,,,,,,,,,,,,,,,8,1,2022,18,0,2022-01-08 18:00:00
08/01/2022,1900,,,,,,,,,,,,,,,,,,8,1,2022,19,0,2022-01-08 19:00:00
08/01/2022,2000,,,,,,,,,,,,,,,,,,8,1,2022,20,0,2022-01-08 20:00:00
08/01/2022,2100,,,,,,,,,,,,,,,,,,8,1,2022,21,0,2022-01-08 21:00:00
08/01/2022,2200,,,,,,,,,,,,,,,,,,8,1,2022,22,0,2022-01-08 22:00:00
08/01/2022,2300,,,,,,,,,,,,,,,,,,8,1,2022,23,0,2022-01-08 23:00:00
09/01/2022,0,,,,,,,,,,,,,,,,,,9,1,2022,0,0,2022-01-09 00:00:00
09/01/2022,100,,,,,,,,,,,,,,,,,,9,1,2022,1,0,2022-01-09 01:00:00
09/01/2022,200,,,,,,,,,,,,,,,,,,9,1,2022,2,0,2022-01-09 02:00:00
09/01/2022,300,,,,,,,,,,,,,,,,,,9,1,2022,3,0,2022-01-09 03:00:00
09/01/2022,400,,,,,,,,,,,,,,,,,,9,1,2022,4,0,2022-01-09 04:00:00
09/01/2022,500,,,,,,,,,,,,,,,,,,9,1,2022,5,0,2022-01-09 05:00:00
09/01/2022,600,,,,,,,,,,,,,,,,,,9,1,2022,6,0,2022-01-09 06:00:00
09/01/2022,700,,,,,,,,,,,,,,,,,,9,1,2022,7,0,2022-01-09 07:00:00
09/01/2022,800,,,,,,,,,,,,,,,,,,9,1,2022,8,0,2022-01-09 08:00:00
09/01/2022,900,,,,,,,,,,,,,,,,,,9,1,2022,9,0,2022-01-09 09:00:00
09/01/2022,1000,,,,,,,,,,,,,,,,,,9,1,2022,10,0,2022-01-09 10:00:00
09/01/2022,1100,,,,,,,,,,,,,,,,,,9,1,2022,11,0,2022-01-09 11:00:00
09/01/2022,1200,,,,,,,,,,,,,,,,,,9,1,2022,12,0,2022-01-09 12:00:00
09/01/2022,1300,,,,,,,,,,,,,,,,,,9,1,2022,13,0,2022-01-09 13:00:00
09/01/2022,1400,,,,,,,,,,,,,,,,,,9,1,2022,14,0,2022-01-09 14:00:00
09/01/2022,1500,,,,,,,,,,,,,,,,,,9,1,2022,15,0,2022-01-09 15:00:00
09/01/2022,1600,,,,,,,,,,,,,,,,,,9,1,2022,16,0,2022-01-09 16:00:00
09/01/2022,1700,,,,,,,,,,,,,,,,,,9,1,2022,17,0,2022-01-09 17:00:00
09/01/2022,1800,,,,,,,,,,,,,,,,,,9,1,2022,18,0,2022-01-09 18:00:00
09/01/2022,1900,,,,,,,,,,,,,,,,,,9,1,2022,19,0,2022-01-09 19:00:00
09/01/2022,2000,,,,,,,,,,,,,,,,,,9,1,2022,20,0,2022-01-09 20:00:00
09/01/2022,2100,,,,,,,,,,,,,,,,,,9,1,2022,21,0,2022-01-09 21:00:00
09/01/2022,2200,,,,,,,,,,,,,,,,,,9,1,2022,22,0,2022-01-09 22:00:00
09/01/2022,2300,,,,,,,,,,,,,,,,,,9,1,2022,23,0,2022-01-09 23:00:00
10/01/2022,0,,,,,,,,,,,,,,,,,,10,1,2022,0,0,2022-01-10 00:00:00
10/01/2022,100,,,,,,,,,,,,,,,,,,10,1,2022,1,0,2022-01-10 01:00:00
10/01/2022,200,,,,,,,,,,,,,,,,,,10,1,2022,2,0,2022-01-10 02:00:00
10/01/2022,300,,,,,,,,,,,,,,,,,,10,1,2022,3,0,2022-01-10 03:00:00
10/01/2022,400,,,,,,,,,,,,,,,,,,10,1,2022,4,0,2022-01-10 04:00:00
10/01/2022,500,,,,,,,,,,,,,,,,,,10,1,2022,5,0,2022-01-10 05:00:00
10/01/2022,600,,,,,,,,,,,,,,,,,,10,1,2022,6,0,2022-01-10 06:00:00
10/01/2022,700,,,,,,,,,,,,,,,,,,10,1,2022,7,0,2022-01-10 07:00:00
10/01/2022,800,,,,,,,,,,,,,,,,,,10,1,2022,8,0,2022-01-10 08:00:00
10/01/2022,900,,,,,,,,,,,,,,,,,,10,1,2022,9,0,2022-01-10 09:00:00
10/01/2022,1000,,,,,,,,,,,,,,,,,,10,1,2022,10,0,2022-01-10 10:00:00
10/01/2022,1100,,,,,,,,,,,,,,,,,,10,1,2022,11,0,2022-01-10 11:00:00
10/01/2022,1200,,,,,,,,,,,,,,,,,,10,1,2022,12,0,2022-01-10 12:00:00
10/01/2022,1300,,,,,,,,,,,,,,,,,,10,1,2022,13,0,2022-01-10 13:00:00
10/01/2022,1400,,,,,,,,,,,,,,,,,,10,1,2022,14,0,2022-01-10 14:00:00
10/01/2022,1500,,,,,,,,,,,,,,,,,,10,1,2022,15,0,2022-01-10 15:00:00
10/01/2022,1600,,,,,,,,,,,,,,,,,,10,1,2022,16,0,2022-01-10 16:00:00
10/01/2022,1700,,,,,,,,,,,,,,,,,,10,1,2022,17,0,2022-01-10 17:00:00
10/01/2022,1800,,,,,,,,,,,,,,,,,,10,1,2022,18,0,2022-01-10 18:00:00
10/01/2022,1900,,,,,,,,,,,,,,,,,,10,1,2022,19,0,2022-01-10 19:00:00
10/01/2022,2000,,,,,,,,,,,,,,,,,,10,1,2022,20,0,2022-01-10 20:00:00
10/01/2022,2100,,,,,,,,,,,,,,,,,,10,1,2022,21,0,2022-01-10 21:00:00
10/01/2022,2200,,,,,,,,,,,,,,,,,,10,1,2022,22,0,2022-01-10 22:00:00
10/01/2022,2300,,,,,,,,,,,,,,,,,,10,1,2022,23,0,2022-01-10 23:00:00
11/01/2022,0,,,,,,,,,,,,,,,,,,11,1,2022,0,0,2022-01-11 00:00:00
11/01/2022,100,,,,,,,,,,,,,,,,,,11,1,2022,1,0,2022-01-11 01:00:00
11/01/2022,200,,,,,,,,,,,,,,,,,,11,1,2022,2,0,2022-01-11 02:00:00
11/01/2022,300,,,,,,,,,,,,,,,,,,11,1,2022,3,0,2022-01-11 03:00:00
11/01/2022,400,,,,,,,,,,,,,,,,,,11,1,2022,4,0,2022-01-11 04:00:00
11/01/2022,500,,,,,,,,,,,,,,,,,,11,1,2022,5,0,2022-01-11 05:00:00
11/01/2022,600,,,,,,,,,,,,,,,,,,11,1,2022,6,0,2022-01-11 06:00:00
11/01/2022,700,,,,,,,,,,,,,,,,,,11,1,2022,7,0,2022-01-11 07:00:00
11/01/2022,800,,,,,,,,,,,,,,,,,,11,1,2022,8,0,2022-01-11 08:00:00
11/01/2022,900,,,,,,,,,,,,,,,,,,11,1,2022,9,0,2022-01-11 09:00:00
11/01/2022,1000,,,,,,,,,,,,,,,,,,11,1,2022,10,0,2022-01-11 10:00:00
11/01/2022,1100,,,,,,,,,,,,,,,,,,11,1,2022,11,0,2022-01-11 11:00:00
11/01/2022,1200,,,,,,,,,,,,,,,,,,11,1,2022,12,0,2022-01-11 12:00:00
11/01/2022,1300,,,,,,,,,,,,,,,,,,11,1,2022,13,0,2022-01-11 13:00:00
11/01/2022,1400,,,,,,,,,,,,,,,,,,11,1,2022,14,0,2022-01-11 14:00:00
11/01/2022,1500,,,,,,,,,,,,,,,,,,11,1,2022,15,0,2022-01-11 15:00:00
11/01/2022,1600,,,,,,,,,,,,,,,,,,11,1,2022,16,0,2022-01-11 16:00:00
11/01/2022,1700,,,,,,,,,,,,,,,,,,11,1,2022,17,0,2022-01-11 17:00:00
11/01/2022,1800,,,,,,,,,,,,,,,,,,11,1,2022,18,0,2022-01-11 18:00:00
11/01/2022,1900,,,,,,,,,,,,,,,,,,11,1,2022,19,0,2022-01-11 19:00:00
11/01/2022,2000,,,,,,,,,,,,,,,,,,11,1,2022,20,0,2022-01-11 20:00:00
11/01/2022,2100,,,,,,,,,,,,,,,,,,11,1,2022,21,0,2022-01-11 21:00:00
11/01/2022,2200,,,,,,,,,,,,,,,,,,11,1,2022,22,0,2022-01-11 22:00:00
11/01/2022,2300,,,,,,,,,,,,,,,,,,11,1,2022,23,0,2022-01-11 23:00:00
12/01/2022,0,,,,,,,,,,,,,,,,,,12,1,2022,0,0,2022-01-12 00:00:00
12/01/2022,100,,,,,,,,,,,,,,,,,,12,1,2022,1,0,2022-01-12 01:00:00
