Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2023-01-31,34.9,18.6,24.8,3.4,94.0,40.0,80.3,12.1,5.0,0.1,1.4,1.1,158.1,97.6,154.6,1.6,L
2023-02-28,35.6,19.4,25.4,3.4,94.0,42.0,80.8,13.3,6.4,0.1,1.4,1.0,175.3,98.9,267.2,1.8,L
2023-03-31,36.5,18.7,24.9,3.1,94.0,40.0,82.4,11.8,5.3,0.1,1.3,1.0,149.0,98.2,310.8,2.4,L
2023-04-30,32.2,11.6,22.0,3.2,95.0,38.0,83.7,11.4,3.8,0.1,1.2,0.8,149.9,94.1,225.8,1.2,L
2023-05-31,32.4,11.2,20.2,3.8,96.0,42.0,85.1,11.8,4.5,0.1,1.0,0.7,156.1,95.2,61.4,0.4,L
2023-06-30,33.0,10.8,18.6,4.2,96.0,30.0,85.0,14.3,4.5,0.1,1.0,0.8,171.0,102.2,201.6,1.2,L
2023-07-31,29.4,8.5,18.2,3.5,96.0,26.0,85.6,12.5,4.2,0.2,1.5,0.9,162.9,90.5,140.6,0.7,L
2023-08-31,36.6,12.4,19.4,4.0,96.0,29.0,84.1,13.9,5.4,0.4,1.9,1.0,169.2,90.5,223.8,0.9,L
2023-09-30,40.2,11.0,21.7,4.0,95.0,30.0,82.5,12.0,4.8,0.5,2.1,0.8,153.2,112.8,67.2,0.6,L
2023-10-31,32.2,16.9,21.1,2.3,95.0,61.0,87.7,6.7,5.0,0.3,2.0,1.1,150.0,78.7,404.6,2.1,L
2023-11-30,40.0,13.2,23.4,3.7,95.0,32.0,83.3,12.0,6.5,0.5,2.2,1.1,160.2,106.3,151.4,1.4,L
2023-12-31,38.9,16.8,25.1,3.5,95.0,35.0,80.6,12.3,4.1,0.1,2.0,0.9,130.1,83.0,77.6,0.5,L
