Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2020-01-01,35.7,21.4,25.8,4.6,97.0,47.0,83.3,15.6,4.5,0.1,1.0,1.0,183.6,113.4,1.6,0.2,L
2020-01-02,29.5,23.5,25.2,2.0,95.0,70.0,88.4,8.1,3.7,0.2,1.6,1.2,172.1,95.4,6.2,0.5,S
2020-01-03,27.1,23.1,25.1,1.2,93.0,69.0,80.3,7.2,3.5,1.1,2.5,0.7,183.4,26.8,8.8,0.9,S
2020-01-04,26.4,21.9,23.4,1.3,97.0,78.0,90.8,6.1,3.1,0.3,1.2,0.9,193.8,77.6,12.2,0.9,SE
2020-01-05,27.1,20.6,23.3,2.4,97.0,68.0,87.0,10.6,2.1,0.2,1.0,0.6,162.2,100.7,0.2,0.0,SE
2020-01-06,31.8,20.7,25.6,3.9,97.0,55.0,81.0,15.6,4.2,0.3,1.5,1.2,172.7,111.3,0.0,0.0,L
2020-01-07,37.5,21.6,28.4,5.9,97.0,37.0,73.1,22.1,4.1,0.3,1.3,1.1,177.0,126.6,0.0,0.0,N
2020-01-08,30.0,23.8,26.3,2.0,96.0,72.0,87.8,8.6,3.2,0.3,1.3,0.9,181.4,102.2,10.2,1.0,SE
2020-01-09,30.8,24.3,26.9,2.2,97.0,71.0,87.5,9.1,2.9,0.2,1.2,0.8,157.8,91.9,4.0,0.5,L
2020-01-10,32.0,24.6,27.9,2.7,96.0,64.0,84.1,11.2,3.9,0.3,1.3,1.1,134.2,76.2,0.2,0.0,L
2020-01-11,34.2,24.6,28.5,3.3,96.0,54.0,80.5,14.5,4.5,0.3,1.4,1.1,153.1,104.0,0.0,0.0,O
2020-01-12,27.9,24.5,26.1,1.2,95.0,79.0,86.8,6.0,3.2,0.3,1.4,0.8,158.4,71.4,2.0,0.3,SE
2020-01-13,28.1,22.1,25.7,1.7,95.0,60.0,79.3,12.5,3.3,0.3,1.6,0.9,125.1,41.5,0.0,0.0,SE
2020-01-14,29.9,19.2,24.0,4.2,97.0,56.0,79.3,16.9,3.6,0.2,1.6,1.4,103.2,60.0,0.0,0.0,L
