Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2020-10-18,27.6,13.5,21.2,2.9,99.0,57.0,80.4,10.6,3.8,0.3,1.7,1.0,143.4,72.9,0.4,0.0,L
2020-10-25,27.8,19.0,23.0,2.0,98.0,57.0,83.4,10.1,4.8,0.2,1.9,1.2,127.8,75.5,2.4,0.1,L
2020-11-01,35.3,17.3,22.0,3.8,98.0,25.0,82.0,15.1,5.3,0.1,1.8,1.2,147.3,82.7,144.8,2.2,L
2020-11-08,26.6,12.2,19.2,3.7,99.0,50.0,80.2,15.0,3.9,0.2,1.5,1.1,136.8,83.2,15.4,0.4,L
2020-11-15,33.8,19.8,23.6,2.6,99.0,52.0,87.6,10.1,4.4,0.2,1.5,1.0,155.1,87.5,27.6,0.8,L
2020-11-22,30.9,15.0,21.2,2.9,99.0,57.0,86.3,12.8,4.2,0.1,1.5,1.1,150.8,88.1,122.8,2.6,L
2020-11-29,35.1,16.5,24.4,3.3,99.0,39.0,80.1,12.8,4.9,0.1,2.0,1.2,130.1,77.2,0.0,0.0,L
2020-12-06,31.7,20.1,23.9,2.6,98.0,50.0,85.9,11.5,4.3,0.1,1.8,1.1,154.1,84.0,68.2,1.1,L
2020-12-13,33.1,18.7,24.0,3.0,99.0,49.0,86.5,12.9,4.9,0.1,1.6,1.3,138.8,92.2,65.8,1.0,L
2020-12-20,37.0,20.7,25.7,3.1,99.0,40.0,84.6,13.6,5.0,0.1,1.5,1.2,163.9,103.7,79.6,2.5,L
2020-12-27,29.4,17.5,23.6,2.7,99.0,61.0,84.4,11.3,4.6,0.1,1.6,1.2,127.3,78.8,18.0,0.3,L
2021-01-03,36.1,20.5,26.2,4.1,99.0,41.0,80.3,16.6,3.5,0.2,1.4,0.9,196.6,111.8,32.4,1.7,O
