Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2022-01-09,29.9,29.4,29.6,0.4,70.0,70.0,70.0,0.0,1.2,1.2,1.2,,180.0,,0.0,0.0,S
2022-01-16,,,,,,,,,,,,,,,0.0,,
2022-01-23,34.2,32.1,33.2,1.5,58.0,45.0,51.5,9.2,2.5,2.1,2.3,0.3,249.0,41.0,0.0,0.0,O
2022-01-30,,,,,,,,,,,,,,,0.0,,
2022-02-06,,,,,,,,,,,,,,,0.0,,
2022-02-13,,,,,,,,,,,,,,,0.0,,
2022-02-20,,,,,,,,,,,,,,,0.0,,
2022-02-27,,,,,,,,,,,,,,,0.0,,
2022-03-06,,,,,,,,,,,,,,,0.0,,
2022-03-13,,,,,,,,,,,,,,,0.0,,
2022-03-20,,,,,,,,,,,,,,,0.0,,
2022-03-27,,,,,,,,,,,,,,,0.0,,
2022-04-03,34.9,18.8,22.0,3.2,100.0,48.0,83.7,8.3,4.3,0.2,1.7,1.1,151.4,82.8,148.4,1.7,L
2022-04-10,29.5,18.0,23.4,2.5,90.0,60.0,79.0,9.2,3.0,0.1,1.1,0.9,148.3,90.9,18.4,0.8,L
2022-04-17,28.0,15.1,21.8,2.7,90.0,44.0,78.2,10.7,4.3,0.1,1.3,0.9,169.1,84.6,31.4,0.8,SE
2022-04-24,28.9,15.8,20.7,3.3,91.0,49.0,80.5,11.3,3.4,0.1,1.0,0.8,163.2,99.7,12.4,0.5,L
2022-05-01,35.5,18.2,23.2,3.5,91.0,32.0,79.9,12.6,3.9,0.1,1.4,0.9,157.5,91.8,41.8,0.7,L
2022-05-08,26.7,12.2,20.5,3.1,92.0,37.0,78.7,12.6,3.9,0.1,1.1,0.8,165.6,93.7,31.0,1.7,SE
2022-05-15,28.1,14.9,20.8,2.8,92.0,53.0,79.4,10.1,3.2,0.2,1.1,0.8,155.7,93.4,0.4,0.0,L
2022-05-22,22.9,8.0,15.9,4.4,92.0,33.0,72.2,18.3,6.0,0.1,1.3,1.1,169.5,102.5,3.8,0.2,O
2022-05-29,31.8,12.4,18.9,4.6,93.0,33.0,80.3,15.8,3.4,0.2,0.9,0.7,164.1,104.7,0.4,0.0,L
2022-06-05,22.2,15.4,17.7,1.3,92.0,70.0,87.9,4.6,3.6,0.2,1.4,0.8,183.7,73.8,160.4,1.8,S
2022-06-12,24.4,7.8,18.1,3.2,92.0,39.0,83.5,10.6,3.2,0.1,1.0,0.7,185.4,94.9,33.0,0.8,SO
2022-06-19,29.9,6.6,16.2,4.3,93.0,38.0,82.1,12.5,4.4,0.1,0.9,0.7,136.3,92.1,6.6,0.1,L
2022-06-26,31.5,12.9,18.3,3.6,93.0,36.0,84.1,11.7,3.1,0.1,1.1,0.8,167.2,96.8,24.0,0.5,S
2022-07-03,30.2,9.2,16.7,4.4,93.0,45.0,83.3,12.2,3.5,0.1,0.9,0.8,145.3,106.0,2.6,0.1,NE
2022-07-10,28.9,12.3,18.8,3.7,93.0,35.0,82.6,13.6,2.9,0.2,0.9,0.6,168.6,100.7,0.6,0.0,L
2022-07-17,31.4,13.3,20.2,4.1,93.0,34.0,75.6,16.7,5.0,0.1,1.3,1.0,127.9,86.1,7.4,0.2,L
2022-07-24,26.9,13.1,18.7,2.8,93.0,57.0,85.6,8.7,2.5,0.1,1.0,0.6,170.0,92.8,26.0,0.5,L
