Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2019-01-01,30.3,22.9,26.9,2.2,95.0,66.0,80.3,8.4,4.0,0.4,2.3,1.2,131.8,78.2,0.0,0.0,L
2019-01-02,31.4,22.2,27.1,3.2,96.0,63.0,80.8,12.6,4.1,0.1,1.4,1.2,129.0,102.6,0.0,0.0,L
2019-01-03,39.9,23.7,30.4,5.5,95.0,32.0,69.2,23.8,3.5,0.2,1.5,1.1,211.8,112.2,0.0,0.0,O
2019-01-04,32.8,24.3,28.4,2.6,94.0,55.0,73.2,10.7,3.6,0.6,1.6,1.0,171.2,98.7,8.2,1.6,L
2019-01-05,25.1,23.1,24.1,0.7,96.0,92.0,95.0,1.4,2.3,0.3,1.0,0.6,146.2,126.9,78.0,5.9,N
2019-01-06,29.0,23.7,25.8,1.7,96.0,73.0,86.6,7.6,2.8,0.1,1.4,0.9,163.9,87.5,0.2,0.0,L
2019-01-07,37.4,23.3,28.9,5.4,97.0,35.0,74.5,23.6,2.8,0.2,1.2,0.9,220.7,122.4,0.0,0.0,NO
2019-01-08,36.8,23.9,29.4,4.4,95.0,42.0,74.2,19.1,3.5,0.4,1.3,0.9,178.3,94.8,0.0,0.0,L
2019-01-09,31.0,21.9,26.2,3.4,96.0,66.0,82.3,10.8,3.2,0.2,1.7,1.0,171.8,97.2,0.0,0.0,L
2019-01-10,33.2,23.1,27.7,3.4,96.0,60.0,81.6,12.5,4.6,0.1,1.6,1.2,138.0,96.2,0.0,0.0,L
2019-01-11,32.4,21.5,26.2,4.2,96.0,65.0,82.7,12.1,3.9,0.4,1.5,1.1,121.5,95.1,0.6,0.1,L
2019-01-12,31.1,23.1,27.0,3.0,96.0,63.0,81.7,13.3,3.3,0.2,1.5,1.1,154.3,81.0,0.0,0.0,SE
2019-01-13,31.9,21.7,26.6,3.6,96.0,65.0,82.8,12.6,3.8,0.3,1.4,1.3,137.5,97.6,0.0,0.0,L
2019-01-14,31.9,23.1,27.3,3.2,96.0,63.0,82.3,12.3,4.0,0.2,1.5,1.2,141.8,101.2,0.0,0.0,NE
2019-01-15,36.4,22.9,27.8,4.7,95.0,41.0,75.5,18.4,3.7,0.1,1.3,0.9,174.2,120.6,0.0,0.0,NE
2019-01-16,37.8,22.5,27.4,4.8,96.0,43.0,78.2,18.4,6.4,0.4,1.7,1.2,233.0,112.9,27.0,5.1,NO
2019-01-17,36.1,23.8,27.9,4.3,90.0,46.0,72.2,14.6,6.4,0.3,1.4,1.2,196.9,113.4,0.0,0.0,NO
2019-01-18,31.6,23.3,26.6,3.2,95.0,65.0,84.4,10.5,3.0,0.2,1.2,1.0,139.0,74.6,13.4,2.5,L
2019-01-19,37.1,22.0,27.6,5.2,96.0,37.0,78.5,19.9,5.2,0.3,1.4,1.2,189.4,97.8,0.2,0.0,SO
