Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2020-01-31,37.5,16.5,25.3,3.6,98.0,37.0,81.9,13.4,6.7,0.1,1.6,1.1,149.8,90.1,167.8,1.1,L
2020-02-29,35.8,17.5,24.4,3.1,97.0,39.0,86.1,10.7,4.9,0.1,1.5,1.1,151.7,91.8,592.4,4.4,L
2020-03-31,34.4,15.8,23.4,3.2,98.0,48.0,84.3,11.6,5.7,0.1,1.5,1.1,134.7,87.9,239.0,1.8,L
2020-04-30,34.5,12.3,21.3,3.9,98.0,31.0,83.4,14.5,4.3,0.1,1.1,0.9,142.8,92.1,54.2,0.5,L
2020-05-31,30.0,7.3,18.7,4.7,99.0,34.0,82.9,15.6,5.4,0.1,1.1,0.8,160.1,102.2,58.2,0.6,L
2020-06-30,32.8,12.0,19.8,4.1,99.0,41.0,88.7,13.6,5.7,0.1,1.2,0.9,159.6,99.0,363.0,1.7,L
2020-07-31,32.8,9.3,18.5,4.1,99.0,28.0,85.5,14.7,5.7,0.1,1.2,0.9,156.3,95.3,126.4,0.7,L
2020-08-31,32.1,9.1,17.9,3.6,99.0,32.0,90.6,10.1,5.0,0.1,1.2,0.9,155.0,96.0,177.0,0.9,L
2020-09-30,34.1,14.6,20.5,2.8,99.0,45.0,89.5,9.1,5.2,0.1,1.5,1.0,161.8,83.1,102.4,0.4,S
2020-10-31,40.9,13.5,22.3,3.2,99.0,25.0,84.6,13.0,5.5,0.1,1.8,1.1,144.7,78.9,244.2,1.2,L
2020-11-30,35.1,12.2,22.1,3.7,99.0,39.0,83.5,13.2,4.9,0.1,1.6,1.1,144.6,85.5,175.4,1.3,L
2020-12-31,37.0,17.5,24.5,3.2,99.0,40.0,84.7,13.1,5.0,0.1,1.6,1.2,151.4,94.5,259.2,1.5,L
