Datetime,Temp_max,Temp_min,Temp_med,Temp_dp,Umi_max,Umi_min,Umi_med,Umi_dp,Vel_vento_max,Vel_vento_min,Vel_vento_med,Vel_vento_dp,Dir_vento_med,Dir_vento_dp,Precipitacao_tot,Precipitacao_dp,Ori_vento_moda
2023-01-01,28.3,20.0,24.2,3.0,93.0,65.0,80.7,10.7,3.0,0.1,1.3,1.0,128.4,87.0,0.0,0.0,L
2023-01-08,33.0,18.6,22.9,2.9,93.0,46.0,82.0,10.6,5.0,0.2,1.6,1.0,165.2,90.8,112.2,3.0,L
2023-01-15,33.5,19.6,24.9,3.6,94.0,45.0,80.7,12.7,4.0,0.2,1.2,0.8,160.9,105.3,8.0,0.3,L
2023-01-22,34.9,20.0,25.7,3.0,94.0,40.0,81.5,11.9,3.9,0.2,1.3,1.0,164.6,92.1,5.0,0.2,L
2023-01-29,32.5,20.1,25.8,3.2,94.0,40.0,76.9,12.6,5.0,0.1,1.7,1.4,141.7,95.0,4.8,0.3,L
2023-02-05,34.0,21.4,26.2,3.5,93.0,44.0,77.8,14.4,4.6,0.1,1.3,0.9,180.2,112.2,67.0,2.1,O
2023-02-12,30.4,19.4,25.3,2.8,94.0,52.0,81.3,11.3,4.2,0.2,1.3,1.1,155.9,95.5,18.0,1.0,L
2023-02-19,35.6,20.1,25.4,3.8,93.0,42.0,79.4,14.4,6.4,0.2,1.7,1.2,175.5,91.2,108.8,1.9,O
2023-02-26,34.8,19.7,24.9,3.6,94.0,46.0,83.2,12.9,4.2,0.1,1.2,0.8,183.6,100.4,71.0,2.1,L
2023-03-05,32.1,20.5,24.7,2.7,94.0,53.0,83.9,10.4,5.3,0.2,1.2,0.9,166.4,107.3,130.4,3.9,L
2023-03-12,34.1,20.3,25.0,3.3,94.0,40.0,82.6,14.2,3.9,0.2,1.1,0.8,168.3,107.1,104.4,2.5,L
2023-03-19,29.6,18.7,24.9,2.5,94.0,61.0,82.7,8.6,4.2,0.1,1.8,1.2,117.5,76.9,24.4,0.9,L
2023-03-26,36.5,19.7,25.3,3.8,94.0,41.0,80.8,13.2,5.3,0.1,1.2,1.0,143.7,89.9,5.4,0.3,L
2023-04-02,31.2,19.6,24.0,2.6,95.0,56.0,81.9,10.7,3.1,0.2,1.1,0.8,160.9,100.7,73.4,2.1,L
2023-04-09,28.3,16.4,22.5,2.8,95.0,60.0,83.8,10.6,3.8,0.1,1.4,1.0,152.1,87.5,110.8,1.7,L
2023-04-16,32.2,15.1,22.6,3.2,95.0,49.0,84.4,10.6,3.6,0.1,1.1,0.8,152.2,92.4,35.0,1.0,L
2023-04-23,30.6,11.6,20.8,4.1,95.0,38.0,83.8,14.0,3.5,0.2,1.1,0.7,150.5,94.9,53.4,1.4,L
2023-04-30,27.3,17.2,21.6,2.5,95.0,58.0,84.1,9.8,3.5,0.2,1.1,0.8,145.7,100.1,26.4,0.6,L
2023-05-07,29.5,18.2,22.7,2.8,95.0,59.0,86.9,8.7,2.7,0.2,1.0,0.7,145.4,95.1,0.2,0.0,L
2023-05-14,32.4,11.2,20.4,3.6,95.0,45.0,83.4,12.5,3.3,0.1,1.1,0.8,161.7,91.3,17.8,0.5,SE
2023-05-21,26.3,11.4,17.7,4.3,96.0,48.0,82.0,15.1,2.7,0.2,0.8,0.6,151.2,101.8,0.4,0.0,L
2023-05-28,31.1,15.0,20.6,3.3,95.0,42.0,86.9,10.8,4.5,0.1,1.0,0.8,163.6,99.8,7.0,0.3,L
2023-06-04,28.0,13.7,19.2,2.7,95.0,56.0,87.8,9.2,3.0,0.2,1.0,0.7,163.0,94.5,39.6,0.7,L
2023-06-11,33.0,13.5,19.3,4.5,96.0,30.0,84.3,16.1,3.8,0.2,0.9,0.7,166.4,108.6,0.6,0.0,L
2023-06-18,22.0,10.8,16.8,2.9,95.0,52.0,87.1,11.3,4.5,0.1,1.5,1.0,209.2,81.1,164.8,2.0,SO
2023-06-25,30.5,11.7,18.7,4.5,96.0,42.0,82.9,15.1,3.1,0.1,0.9,0.7,146.8,102.7,0.0,0.0,L
2023-07-02,30.3,12.6,19.1,4.1,95.0,40.0,84.4,14.9,2.2,0.1,0.7,0.5,150.1,98.8,32.8,1.4,L
2023-07-09,29.4,9.9,17.8,4.1,95.0,34.0,84.1,14.7,,,,,,,22.0,0.7,
2023-07-16,27.9,8.5,18.1,4.2,95.0,26.0,83.4,16.0,2.2,0.2,1.1,0.6,171.7,122.7,8.4,0.2,NO
2023-07-23,26.0,13.7,18.0,2.4,95.0,64.0,88.1,7.4,4.2,0.3,1.7,1.0,146.8,81.3,88.4,1.1,L
